feature_index,name_0,gene
3842,Lrrc7,Lrrc7
3843,Depdc1a,Depdc1a
3844,Wls,Wls
3845,Tmem68,Tmem68
3846,Tgs1,Tgs1
3847,Lyn,Lyn
3848,Gm26857,Gm26857
3849,Rps20,Rps20
3850,Plag1,Plag1
3851,Chchd7,Chchd7
3852,Gm11808,Gm11808
3853,Penk,Penk
3854,Impad1,Impad1
3855,Fam110b,Fam110b
3856,Ubxn2b,Ubxn2b
3857,Sdcbp,Sdcbp
3858,Nsmaf,Nsmaf
3859,Tox,Tox
3860,8430436N08Rik,8430436N08Rik
3861,Car8,Car8
3862,Rab2a,Rab2a
3863,Chd7,Chd7
3864,Clvs1,Clvs1
3865,Gm11816,Gm11816
3866,Asph,Asph
3867,Gdf6,Gdf6
3868,2610301B20Rik,2610301B20Rik
3869,Plekhf2,Plekhf2
3870,Ndufaf6,Ndufaf6
3871,Gm11827,Gm11827
3872,Trp53inp1,Trp53inp1
3873,Ccne2,Ccne2
3874,Ints8,Ints8
3875,Dpy19l4,Dpy19l4
3876,Gm26663,Gm26663
3877,Esrp1,Esrp1
3878,Virma,Virma
3879,Rad54b,Rad54b
3880,Fsbp,Fsbp
3881,Gem,Gem
3882,Pdp1,Pdp1
3883,Tmem67,Tmem67
3884,Rbm12b2,Rbm12b2
3885,Rbm12b1,Rbm12b1
3886,Fam92a,Fam92a
3887,Triqk,Triqk
3888,Runx1t1,Runx1t1
3889,Slc26a7,Slc26a7
3890,Otud6b,Otud6b
3891,Tmem55a,Tmem55a
3892,Gm11837,Gm11837
3893,Necab1,Necab1
3894,Tmem64,Tmem64
3895,Calb1,Calb1
3896,Decr1,Decr1
3897,Nbn,Nbn
3898,Osgin2,Osgin2
3899,Ripk2,Ripk2
3900,Mmp16,Mmp16
3901,Cpne3,Cpne3
3902,Rmdn1,Rmdn1
3903,Wwp1,Wwp1
3904,Atp6v0d2,Atp6v0d2
3905,Ttpa,Ttpa
3906,Ggh,Ggh
3907,Nkain3,Nkain3
3908,Ccnc,Ccnc
3909,Tstd3,Tstd3
3910,Usp45,Usp45
3911,Pnisr,Pnisr
3912,Coq3,Coq3
3913,Faxc,Faxc
3914,Fbxl4,Fbxl4
3915,Mms22l,Mms22l
3916,Klhl32,Klhl32
3917,Ndufaf4,Ndufaf4
3918,Gpr63,Gpr63
3919,Ufl1,Ufl1
3920,Fut9,Fut9
3921,Manea,Manea
3922,Epha7,Epha7
3923,Gm11915,Gm11915
3924,Map3k7,Map3k7
3925,Bach2,Bach2
3926,Casp8ap2,Casp8ap2
3927,Mdn1,Mdn1
3928,Lyrm2,Lyrm2
3929,Ankrd6,Ankrd6
3930,Rragd,Rragd
3931,Ube2j1,Ube2j1
3932,Gabrr2,Gabrr2
3933,Pm20d2,Pm20d2
3934,Srsf12,Srsf12
3935,Pnrc1,Pnrc1
3936,Rngtt,Rngtt
3937,Cnr1,Cnr1
3938,Spaca1,Spaca1
3939,Akirin2,Akirin2
3940,Orc3,Orc3
3941,Rars2,Rars2
3942,Slc35a1,Slc35a1
3943,Cfap206,Cfap206
3944,Smim8,Smim8
3945,Zfp292,Zfp292
3946,Mob3b,Mob3b
3947,Gm12364,Gm12364
3948,3110043O21Rik,3110043O21Rik
3949,Lingo2,Lingo2
3950,Aco1,Aco1
3951,Ddx58,Ddx58
3952,Topors,Topors
3953,Smim27,Smim27
3954,Ndufb6,Ndufb6
3955,Aptx,Aptx
3956,Gm6297,Gm6297
3957,Dnaja1,Dnaja1
3958,Smu1,Smu1
3959,B4galt1,B4galt1
3960,Spink4,Spink4
3961,Bag1,Bag1
3962,Chmp5,Chmp5
3963,Nfx1,Nfx1
3964,Aqp7,Aqp7
3965,Aqp3,Aqp3
3966,Nol6,Nol6
3967,Ube2r2,Ube2r2
3968,Ubap2,Ubap2
3969,Dcaf12,Dcaf12
3970,Ubap1,Ubap1
3971,Kif24,Kif24
3972,Nudt2,Nudt2
3973,AI464131,AI464131
3974,1110017D15Rik,1110017D15Rik
3975,Fam219a,Fam219a
3976,Dnaic1,Dnaic1
3977,Enho,Enho
3978,Cntfr,Cntfr
3979,Il11ra1,Il11ra1
3980,Rpp25l,Rpp25l
3981,Dctn3,Dctn3
3982,Sigmar1,Sigmar1
3983,Galt,Galt
3984,Ccl27a,Ccl27a
3985,Gm13307,Gm13307
3986,Gm21541,Gm21541
3987,Gm20878,Gm20878
3988,Gm13306,Gm13306
3989,Gm10600,Gm10600
3990,Gm2564,Gm2564
3991,Ccl19,Ccl19
3992,Ccl21a,Ccl21a
3993,Phf24,Phf24
3994,Dnajb5,Dnajb5
3995,Vcp,Vcp
3996,Fancg,Fancg
3997,Pigo,Pigo
3998,Stoml2,Stoml2
3999,Fam214b,Fam214b
4000,Gm26881,Gm26881
4001,Unc13b,Unc13b
4002,Atp8b5,Atp8b5
4003,Rusc2,Rusc2
4004,Fam166b,Fam166b
4005,Tesk1,Tesk1
4006,AL732506.1,AL732506.1
4007,Ccdc107,Ccdc107
4008,Arhgef39,Arhgef39
4009,Gm12454,Gm12454
4010,Car9,Car9
4011,Tpm2,Tpm2
4012,Tln1,Tln1
4013,Creb3,Creb3
4014,Gba2,Gba2
4015,Rgp1,Rgp1
4016,Npr2,Npr2
4017,Spag8,Spag8
4018,Hint2,Hint2
4019,Fam221b,Fam221b
4020,Tmem8b,Tmem8b
4021,Olfr70,Olfr70
4022,Olfr71,Olfr71
4023,Hrct1,Hrct1
4024,Spaar,Spaar
4025,Reck,Reck
4026,Glipr2,Glipr2
4027,Clta,Clta
4028,Gne,Gne
4029,Rnf38,Rnf38
4030,Melk,Melk
4031,Zcchc7,Zcchc7
4032,Grhpr,Grhpr
4033,Zbtb5,Zbtb5
4034,1700055D18Rik,1700055D18Rik
4035,Polr1e,Polr1e
4036,Fbxo10,Fbxo10
4037,Tomm5,Tomm5
4038,Frmpd1,Frmpd1
4039,Trmt10b,Trmt10b
4040,Exosc3,Exosc3
4041,Dcaf10,Dcaf10
4042,Slc25a51,Slc25a51
4043,Shb,Shb
4044,Aldh1b1,Aldh1b1
4045,Igfbpl1,Igfbpl1
4046,Ccdc180,Ccdc180
4047,Tdrd7,Tdrd7
4048,Tmod1,Tmod1
4049,Tstd2,Tstd2
4050,Ncbp1,Ncbp1
4051,Xpa,Xpa
4052,Trmo,Trmo
4053,Anp32b,Anp32b
4054,Nans,Nans
4055,Trim14,Trim14
4056,Coro2a,Coro2a
4057,Tbc1d2,Tbc1d2
4058,Gabbr2,Gabbr2
4059,Anks6,Anks6
4060,Galnt12,Galnt12
4061,Col15a1,Col15a1
4062,Tgfbr1,Tgfbr1
4063,Alg2,Alg2
4064,Sec61b,Sec61b
4065,Nr4a3,Nr4a3
4066,Stx17,Stx17
4067,Erp44,Erp44
4068,Invs,Invs
4069,Tex10,Tex10
4070,Msantd3,Msantd3
4071,Tmeff1,Tmeff1
4072,Cavin4,Cavin4
4073,Plppr1,Plppr1
4074,Acnat1,Acnat1
4075,Baat,Baat
4076,Mrpl50,Mrpl50
4077,Zfp189,Zfp189
4078,Tmem246,Tmem246
4079,Rnf20,Rnf20
4080,Grin3a,Grin3a
4081,Ppp3r2,Ppp3r2
4082,Smc2os,Smc2os
4083,Smc2,Smc2
4084,Nipsnap3b,Nipsnap3b
4085,Abca1,Abca1
4086,4930522O17Rik,4930522O17Rik
4087,AI427809,AI427809
4088,Slc44a1,Slc44a1
4089,Fsd1l,Fsd1l
4090,Fktn,Fktn
4091,Tal2,Tal2
4092,Tmem38b,Tmem38b
4093,Zfp462,Zfp462
4094,Rad23b,Rad23b
4095,Klf4,Klf4
4096,Actl7b,Actl7b
4097,Ikbkap,Ikbkap
4098,Fam206a,Fam206a
4099,Ctnnal1,Ctnnal1
4100,Tmem245,Tmem245
4101,Frrs1l,Frrs1l
4102,Epb41l4b,Epb41l4b
4103,Gm12530,Gm12530
4104,Ptpn3,Ptpn3
4105,Gm12536,Gm12536
4106,Palm2,Palm2
4107,Pakap,Pakap
4108,Akap2,Akap2
4109,D630039A03Rik,D630039A03Rik
4110,Txn1,Txn1
4111,Svep1,Svep1
4112,Lpar1,Lpar1
4113,Gm12580,Gm12580
4114,Olfr267,Olfr267
4115,AI314180,AI314180
4116,Zkscan16,Zkscan16
4117,Ptgr1,Ptgr1
4118,Dnajc25,Dnajc25
4119,Gng10,Gng10
4120,Ugcg,Ugcg
4121,Susd1,Susd1
4122,Ptbp3,Ptbp3
4123,Hsdl2,Hsdl2
4124,E130308A19Rik,E130308A19Rik
4125,Inip,Inip
4126,Snx30,Snx30
4127,Slc46a2,Slc46a2
4128,Zfp37,Zfp37
4129,Slc31a2,Slc31a2
4130,Fkbp15,Fkbp15
4131,Slc31a1,Slc31a1
4132,Cdc26,Cdc26
4133,Prpf4,Prpf4
4134,Rnf183,Rnf183
4135,Wdr31,Wdr31
4136,Bspry,Bspry
4137,Hdhd3,Hdhd3
4138,Alad,Alad
4139,Pole3,Pole3
4140,4933430I17Rik,4933430I17Rik
4141,Rgs3,Rgs3
4142,Zfp618,Zfp618
4143,Kif12,Kif12
4144,Col27a1,Col27a1
4145,Orm1,Orm1
4146,Orm2,Orm2
4147,Akna,Akna
4148,Whrn,Whrn
4149,Atp6v1g1,Atp6v1g1
4150,Tmem268,Tmem268
4151,Tnfsf15,Tnfsf15
4152,Tnc,Tnc
4153,Pappa,Pappa
4154,Astn2,Astn2
4155,Trim32,Trim32
4156,Tlr4,Tlr4
4157,Brinp1,Brinp1
4158,Cdk5rap2,Cdk5rap2
4159,Megf9,Megf9
4160,Tle1,Tle1
4161,Rasef,Rasef
4162,Frmd3,Frmd3
4163,Kdm4c,Kdm4c
4164,A230083N12Rik,A230083N12Rik
4165,Dmac1,Dmac1
4166,Ptprd,Ptprd
4167,Lurap1l,Lurap1l
4168,Mpdz,Mpdz
4169,Gm5860,Gm5860
4170,Nfib,Nfib
4171,Gm11266,Gm11266
4172,Zdhhc21,Zdhhc21
4173,Cer1,Cer1
4174,Frem1,Frem1
4175,Ttc39b,Ttc39b
4176,Snapc3,Snapc3
4177,Psip1,Psip1
4178,Ccdc171,Ccdc171
4179,Bnc2,Bnc2
4180,Cntln,Cntln
4181,Sh3gl2,Sh3gl2
4182,Adamtsl1,Adamtsl1
4183,Rraga,Rraga
4184,Haus6,Haus6
4185,Plin2,Plin2
4186,Dennd4c,Dennd4c
4187,Rps6,Rps6
4188,Acer2,Acer2
4189,Mllt3,Mllt3
4190,Focad,Focad
4191,Hacd4,Hacd4
4192,Klhl9,Klhl9
4193,Gm26566,Gm26566
4194,Gm13283,Gm13283
4195,Gm26525,Gm26525
4196,Mtap,Mtap
4197,Cdkn2a,Cdkn2a
4198,Cdkn2b,Cdkn2b
4199,Elavl2,Elavl2
4200,Tusc1,Tusc1
4201,Caap1,Caap1
4202,Gm10306,Gm10306
4203,Plaa,Plaa
4204,Ift74,Ift74
4205,Tek,Tek
4206,Eqtn,Eqtn
4207,Mysm1,Mysm1
4208,Jun,Jun
4209,Junos,Junos
4210,Fggy,Fggy
4211,Hook1,Hook1
4212,Cyp2j6,Cyp2j6
4213,Cyp2j9,Cyp2j9
4214,Gm12695,Gm12695
4215,E130114P18Rik,E130114P18Rik
4216,Nfia,Nfia
4217,0610025J13Rik,0610025J13Rik
4218,Tm2d1,Tm2d1
4219,Patj,Patj
4220,L1td1,L1td1
4221,Kank4,Kank4
4222,Usp1,Usp1
4223,Dock7,Dock7
4224,Angptl3,Angptl3
4225,Atg4c,Atg4c
4226,Gm12689,Gm12689
4227,Gm12688,Gm12688
4228,Foxd3,Foxd3
4229,Alg6,Alg6
4230,Itgb3bp,Itgb3bp
4231,Efcab7,Efcab7
4232,Pgm2,Pgm2
4233,Ror1,Ror1
4234,Ube2u,Ube2u
4235,Cachd1,Cachd1
4236,Raver2,Raver2
4237,Jak1,Jak1
4238,E130102H24Rik,E130102H24Rik
4239,0610043K17Rik,0610043K17Rik
4240,Ak4,Ak4
4241,Dnajc6,Dnajc6
4242,Leprot,Leprot
4243,Lepr,Lepr
4244,Pde4b,Pde4b
4245,Sgip1,Sgip1
4246,Tctex1d1,Tctex1d1
4247,Insl5,Insl5
4248,Wdr78,Wdr78
4249,Mier1,Mier1
4250,Slc35d1,Slc35d1
4251,Oma1,Oma1
4252,Dab1,Dab1
4253,Fyb2,Fyb2
4254,Prkaa2,Prkaa2
4255,Plpp3,Plpp3
4256,Gm12729,Gm12729
4257,Usp24,Usp24
4258,Pcsk9,Pcsk9
4259,Tmem61,Tmem61
4260,Dhcr24,Dhcr24
4261,Ttc22,Ttc22
4262,Pars2,Pars2
4263,Ttc4,Ttc4
4264,Acot11,Acot11
4265,Ssbp3,Ssbp3
4266,Mrpl37,Mrpl37
4267,Cyb5rl,Cyb5rl
4268,Tceanc2,Tceanc2
4269,Tmem59,Tmem59
4270,Ldlrad1,Ldlrad1
4271,Lrrc42,Lrrc42
4272,Hspb11,Hspb11
4273,Dio1,Dio1
4274,Yipf1,Yipf1
4275,Gm12869,Gm12869
4276,Ndc1,Ndc1
4277,Glis1,Glis1
4278,Lrp8,Lrp8
4279,Lrp8os2,Lrp8os2
4280,Magoh,Magoh
4281,0610037L13Rik,0610037L13Rik
4282,Cpt2,Cpt2
4283,Podn,Podn
4284,Scp2,Scp2
4285,Echdc2,Echdc2
4286,Zyg11b,Zyg11b
4287,Coa7,Coa7
4288,Fam159a,Fam159a
4289,Gpx7,Gpx7
4290,Zcchc11,Zcchc11
4291,Prpf38a,Prpf38a
4292,Orc1,Orc1
4293,Cc2d1b,Cc2d1b
4294,Gm17354,Gm17354
4295,Zfyve9,Zfyve9
4296,3110021N24Rik,3110021N24Rik
4297,Btf3l4,Btf3l4
4298,Txndc12,Txndc12
4299,A730015C16Rik,A730015C16Rik
4300,Kti12,Kti12
4301,Rab3b,Rab3b
4302,Nrd1,Nrd1
4303,Osbpl9,Osbpl9
4304,Eps15,Eps15
4305,Ttc39aos1,Ttc39aos1
4306,Ttc39a,Ttc39a
4307,Rnf11,Rnf11
4308,Cdkn2c,Cdkn2c
4309,Faf1,Faf1
4310,Dmrta2,Dmrta2
4311,Elavl4,Elavl4
4312,Agbl4,Agbl4
4313,Bend5,Bend5
4314,Spata6,Spata6
4315,Slc5a9,Slc5a9
4316,Trabd2b,Trabd2b
4317,9130410C08Rik,9130410C08Rik
4318,Gm12830,Gm12830
4319,Cmpk1,Cmpk1
4320,Stil,Stil
4321,Tal1,Tal1
4322,Pdzk1ip1,Pdzk1ip1
4323,Cyp4x1,Cyp4x1
4324,Cyp4a12b,Cyp4a12b
4325,Cyp4b1,Cyp4b1
4326,Efcab14,Efcab14
4327,Tex38,Tex38
4328,Atpaf1,Atpaf1
4329,Mob3c,Mob3c
4330,Mknk1,Mknk1
4331,Faah,Faah
4332,Nsun4,Nsun4
4333,Uqcrh,Uqcrh
4334,Lrrc41,Lrrc41
4335,Rad54l,Rad54l
4336,Pomgnt1,Pomgnt1
4337,Lurap1,Lurap1
4338,Tspan1,Tspan1
4339,Gm12951,Gm12951
4340,Pik3r3,Pik3r3
4341,Mast2,Mast2
4342,Ipp,Ipp
4343,Tmem69,Tmem69
4344,Gpbp1l1,Gpbp1l1
4345,Ccdc17,Ccdc17
4346,Nasp,Nasp
4347,Akr1a1,Akr1a1
4348,Prdx1,Prdx1
4349,Mmachc,Mmachc
4350,Ccdc163,Ccdc163
4351,Tesk2,Tesk2
4352,Toe1,Toe1
4353,Mutyh,Mutyh
4354,Hpdl,Hpdl
4355,Gm12996,Gm12996
4356,Zswim5,Zswim5
4357,Urod,Urod
4358,Hectd3,Hectd3
4359,Eif2b3,Eif2b3
4360,Ptch2,Ptch2
4361,Btbd19,Btbd19
4362,Tctex1d4,Tctex1d4
4363,Plk3,Plk3
4364,Rps8,Rps8
4365,Kif2c,Kif2c
4366,Armh1,Armh1
4367,Tmem53,Tmem53
4368,Rnf220,Rnf220
4369,Gm12843,Gm12843
4370,Eri3,Eri3
4371,Dmap1,Dmap1
4372,Gm12840,Gm12840
4373,Slc6a9,Slc6a9
4374,Ccdc24,Ccdc24
4375,B4galt2,B4galt2
4376,Gm12841,Gm12841
4377,Atp6v0b,Atp6v0b
4378,Dph2,Dph2
4379,Ipo13,Ipo13
4380,Artn,Artn
4381,St3gal3,St3gal3
4382,9530034E10Rik,9530034E10Rik
4383,Kdm4a,Kdm4a
4384,Ptprf,Ptprf
4385,Szt2,Szt2
4386,Med8,Med8
4387,Elovl1,Elovl1
4388,Cdc20,Cdc20
4389,Mpl,Mpl
4390,Tie1,Tie1
4391,2610528J11Rik,2610528J11Rik
4392,Tmem125,Tmem125
4393,Cfap57,Cfap57
4394,Ebna1bp2,Ebna1bp2
4395,Olfr1342,Olfr1342
4396,Slc2a1,Slc2a1
4397,Zfp691,Zfp691
4398,Ermap,Ermap
4399,Svbp,Svbp
4400,AU022252,AU022252
4401,Tmem269,Tmem269
4402,P3h1,P3h1
4403,Cldn19,Cldn19
4404,Ybx1,Ybx1
4405,Ppih,Ppih
4406,Ccdc30,Ccdc30
4407,Ppcs,Ppcs
4408,Zmynd12,Zmynd12
4409,Rimkla,Rimkla
4410,Frg2f1,Frg2f1
4411,Foxj3,Foxj3
4412,Guca2a,Guca2a
4413,Hivep3,Hivep3
4414,Edn2,Edn2
4415,Foxo6,Foxo6
4416,Scmh1,Scmh1
4417,Ctps,Ctps
4418,Gm8439,Gm8439
4419,Cited4,Cited4
4420,Kcnq4,Kcnq4
4421,Nfyc,Nfyc
4422,Rims3,Rims3
4423,Exo5,Exo5
4424,Zfp69,Zfp69
4425,Smap2,Smap2
4426,Col9a2,Col9a2
4427,Zmpste24,Zmpste24
4428,Rlf,Rlf
4429,Ppt1,Ppt1
4430,Cap1,Cap1
4431,Mfsd2a,Mfsd2a
4432,Mycl,Mycl
4433,Trit1,Trit1
4434,Gm12923,Gm12923
4435,Bmp8b,Bmp8b
4436,Ppie,Ppie
4437,Hpcal4,Hpcal4
4438,Heyl,Heyl
4439,Pabpc4,Pabpc4
4440,Bmp8a,Bmp8a
4441,Macf1,Macf1
4442,Gm12925,Gm12925
4443,Ndufs5,Ndufs5
4444,Akirin1,Akirin1
4445,Rhbdl2,Rhbdl2
4446,Gm26606,Gm26606
4447,Mycbp,Mycbp
4448,Gm12905,Gm12905
4449,Rragc,Rragc
4450,4930535I16Rik,4930535I16Rik
4451,Pou3f1,Pou3f1
4452,Utp11,Utp11
4453,Fhl3,Fhl3
4454,Sf3a3,Sf3a3
4455,Inpp5b,Inpp5b
4456,Mtf1,Mtf1
4457,1110065P20Rik,1110065P20Rik
4458,Yrdc,Yrdc
4459,Cdca8,Cdca8
4460,9930104L06Rik,9930104L06Rik
4461,Rspo1,Rspo1
4462,Gnl2,Gnl2
4463,Dnali1,Dnali1
4464,Snip1,Snip1
4465,Gm12932,Gm12932
4466,Meaf6,Meaf6
4467,Zc3h12a,Zc3h12a
4468,Grik3,Grik3
4469,Mrps15,Mrps15
4470,Oscp1,Oscp1
4471,Lsm10,Lsm10
4472,Stk40,Stk40
4473,Eva1b,Eva1b
4474,Sh3d21,Sh3d21
4475,Thrap3,Thrap3
4476,Map7d1,Map7d1
4477,Trappc3,Trappc3
4478,Col8a2,Col8a2
4479,Adprhl2,Adprhl2
4480,Tekt2,Tekt2
4481,Ago3,Ago3
4482,Ago1,Ago1
4483,Ago4,Ago4
4484,Clspn,Clspn
4485,5730409E04Rik,5730409E04Rik
4486,Psmb2,Psmb2
4487,Ncdn,Ncdn
4488,AU040320,AU040320
4489,Zmym4,Zmym4
4490,Sfpq,Sfpq
4491,Zmym1,Zmym1
4492,Zmym6,Zmym6
4493,Tmem35b,Tmem35b
4494,Dlgap3,Dlgap3
4495,Smim12,Smim12
4496,Gja4,Gja4
4497,Gjb3,Gjb3
4498,Gjb4,Gjb4
4499,Csmd2,Csmd2
4500,Zscan20,Zscan20
4501,Tlr12,Tlr12
4502,Gm12958,Gm12958
4503,Phc2,Phc2
4504,A3galt2,A3galt2
4505,Zfp362,Zfp362
4506,Trim62,Trim62
4507,Azin2,Azin2
4508,Ak2,Ak2
4509,1700086P04Rik,1700086P04Rik
4510,Rnf19b,Rnf19b
4511,Tmem54,Tmem54
4512,Hpca,Hpca
4513,Fndc5,Fndc5
4514,S100pbp,S100pbp
4515,Yars,Yars
4516,C77080,C77080
4517,Gm12976,Gm12976
4518,Sync,Sync
4519,Rbbp4,Rbbp4
4520,Zbtb8os,Zbtb8os
4521,Zbtb8a,Zbtb8a
4522,Zbtb8b,Zbtb8b
4523,Bsdc1,Bsdc1
4524,Tssk3,Tssk3
4525,Fam229a,Fam229a
4526,Marcksl1,Marcksl1
4527,Hdac1,Hdac1
4528,Lck,Lck
4529,Fam167b,Fam167b
4530,Eif3i,Eif3i
4531,Tmem234,Tmem234
4532,Dcdc2b,Dcdc2b
4533,Iqcc,Iqcc
4534,Ccdc28b,Ccdc28b
4535,Txlna,Txlna
4536,Kpna6,Kpna6
4537,Tmem39b,Tmem39b
4538,Khdrbs1,Khdrbs1
4539,Ptp4a2,Ptp4a2
4540,1700003M07Rik,1700003M07Rik
4541,Adgrb2,Adgrb2
4542,Gm12963,Gm12963
4543,Col16a1,Col16a1
4544,Pef1,Pef1
4545,Hcrtr1,Hcrtr1
4546,Tinagl1,Tinagl1
4547,Serinc2,Serinc2
4548,Gm10570,Gm10570
4549,Fabp3,Fabp3
4550,Zcchc17,Zcchc17
4551,Snrnp40,Snrnp40
4552,Nkain1,Nkain1
4553,Pum1,Pum1
4554,Sdc3,Sdc3
4555,Laptm5,Laptm5
4556,Ptpru,Ptpru
4557,Mecr,Mecr
4558,Srsf4,Srsf4
4559,Epb41,Epb41
4560,Gm10300,Gm10300
4561,Ythdf2,Ythdf2
4562,Gmeb1,Gmeb1
4563,Gm28874,Gm28874
4564,Taf12,Taf12
4565,Rab42,Rab42
4566,Snhg12,Snhg12
4567,Trnau1ap,Trnau1ap
4568,Rcc1,Rcc1
4569,Phactr4,Phactr4
4570,Med18,Med18
4571,Sesn2,Sesn2
4572,Gm12981,Gm12981
4573,Atpif1,Atpif1
4574,Gm12999,Gm12999
4575,Dnajc8,Dnajc8
4576,Ptafr,Ptafr
4577,Eya3,Eya3
4578,Xkr8,Xkr8
4579,Smpdl3b,Smpdl3b
4580,Rpa2,Rpa2
4581,Ppp1r8,Ppp1r8
4582,Stx12,Stx12
4583,Fam76a,Fam76a
4584,Ahdc1,Ahdc1
4585,Gm26615,Gm26615
4586,Wasf2,Wasf2
4587,Gpr3,Gpr3
4588,Cd164l2,Cd164l2
4589,Map3k6,Map3k6
4590,Sytl1,Sytl1
4591,Tmem222,Tmem222
4592,Wdtc1,Wdtc1
4593,Slc9a1,Slc9a1
4594,Fam46b,Fam46b
4595,Trnp1,Trnp1
4596,Kdf1,Kdf1
4597,Nudc,Nudc
4598,Gpatch3,Gpatch3
4599,Gpn2,Gpn2
4600,Sfn,Sfn
4601,Zdhhc18,Zdhhc18
4602,Pigv,Pigv
4603,Arid1a,Arid1a
4604,Gm12974,Gm12974
4605,Rps6ka1,Rps6ka1
4606,Hmgn2,Hmgn2
4607,Dhdds,Dhdds
4608,Crybg2,Crybg2
4609,Cd52,Cd52
4610,Ubxn11,Ubxn11
4611,Sh3bgrl3,Sh3bgrl3
4612,Cep85,Cep85
4613,Catsper4,Catsper4
4614,Cnksr1,Cnksr1
4615,Zfp593,Zfp593
4616,Grrp1,Grrp1
4617,Pdik1l,Pdik1l
4618,Slc30a2,Slc30a2
4619,Extl1,Extl1
4620,Pafah2,Pafah2
4621,Stmn1,Stmn1
4622,Paqr7,Paqr7
4623,Aunip,Aunip
4624,Mtfr1l,Mtfr1l
4625,Selenon,Selenon
4626,Man1c1,Man1c1
4627,Ldlrap1,Ldlrap1
4628,Tmem57,Tmem57
4629,Rhd,Rhd
4630,Tmem50a,Tmem50a
4631,Rsrp1,Rsrp1
4632,Syf2,Syf2
4633,Clic4,Clic4
4634,Srrm1,Srrm1
4635,Ncmap,Ncmap
4636,Rcan3,Rcan3
4637,Nipal3,Nipal3
4638,Stpg1,Stpg1
4639,Grhl3,Grhl3
4640,Ifnlr1,Ifnlr1
4641,Il22ra1,Il22ra1
4642,Myom3,Myom3
4643,Srsf10,Srsf10
4644,Pnrc2,Pnrc2
4645,Cnr2,Cnr2
4646,Fuca1,Fuca1
4647,Hmgcl,Hmgcl
4648,Gale,Gale
4649,Lypla2,Lypla2
4650,Pithd1,Pithd1
4651,Eloa,Eloa
4652,Gm13008,Gm13008
4653,Rpl11,Rpl11
4654,Id3,Id3
4655,E2f2,E2f2
4656,Asap3,Asap3
4657,Tcea3,Tcea3
4658,Zfp46,Zfp46
4659,Hnrnpr,Hnrnpr
4660,6030445D17Rik,6030445D17Rik
4661,Luzp1,Luzp1
4662,Kdm1a,Kdm1a
4663,Tex46,Tex46
4664,Ephb2,Ephb2
4665,C1qb,C1qb
4666,C1qc,C1qc
4667,C1qa,C1qa
4668,Zbtb40,Zbtb40
4669,Gm13003,Gm13003
4670,Wnt4,Wnt4
4671,Cdc42,Cdc42
4672,2810405F17Rik,2810405F17Rik
4673,Cela3b,Cela3b
4674,Gm13010,Gm13010
4675,Hspg2,Hspg2
4676,Usp48,Usp48
4677,Rap1gap,Rap1gap
4678,Rap1gapos,Rap1gapos
4679,Alpl,Alpl
4680,Ece1,Ece1
4681,Eif4g3,Eif4g3
4682,2310026L22Rik,2310026L22Rik
4683,Hp1bp3,Hp1bp3
4684,Sh2d5,Sh2d5
4685,Kif17,Kif17
4686,Ddost,Ddost
4687,Pink1,Pink1
4688,Cda,Cda
4689,Mul1,Mul1
4690,Camk2n1,Camk2n1
4691,Vwa5b1,Vwa5b1
4692,Ubxn10,Ubxn10
4693,Pla2g2c,Pla2g2c
4694,Pla2g2f,Pla2g2f
4695,Pla2g5,Pla2g5
4696,Otud3,Otud3
4697,Rnf186,Rnf186
4698,Tmco4,Tmco4
4699,Nbl1,Nbl1
4700,Minos1,Minos1
4701,Gm16287,Gm16287
4702,Capzb,Capzb
4703,Pqlc2,Pqlc2
4704,Akr7a5,Akr7a5
4705,Mrto4,Mrto4
4706,Emc1,Emc1
4707,Ubr4,Ubr4
4708,2700016F22Rik,2700016F22Rik
4709,Iffo2,Iffo2
4710,Aldh4a1,Aldh4a1
4711,Pax7,Pax7
4712,Klhdc7a,Klhdc7a
4713,Igsf21,Igsf21
4714,Arhgef10l,Arhgef10l
4715,Rcc2,Rcc2
4716,Padi4,Padi4
4717,Padi3,Padi3
4718,Padi1,Padi1
4719,Padi2,Padi2
4720,Gm13031,Gm13031
4721,Sdhb,Sdhb
4722,Atp13a2,Atp13a2
4723,Mfap2,Mfap2
4724,Crocc,Crocc
4725,Necap2,Necap2
4726,Szrd1,Szrd1
4727,Fbxo42,Fbxo42
4728,Rsg1,Rsg1
4729,Arhgef19,Arhgef19
4730,Gm13056,Gm13056
4731,Epha2,Epha2
4732,Gm13074,Gm13074
4733,Fam131c,Fam131c
4734,Clcnka,Clcnka
4735,Hspb7,Hspb7
4736,Zbtb17,Zbtb17
4737,Spen,Spen
4738,Fblim1,Fblim1
4739,Tmem82,Tmem82
4740,Slc25a34,Slc25a34
4741,Plekhm2,Plekhm2
4742,Ddi2,Ddi2
4743,Agmat,Agmat
4744,Dnajc16,Dnajc16
4745,Casp9,Casp9
4746,Cela2a,Cela2a
4747,Efhd2,Efhd2
4748,Gm29367,Gm29367
4749,Fhad1,Fhad1
4750,4930455G09Rik,4930455G09Rik
4751,Tmem51,Tmem51
4752,Tmem51os1,Tmem51os1
4753,Kazn,Kazn
4754,Prdm2,Prdm2
4755,Pdpn,Pdpn
4756,Pramef8,Pramef8
4757,Pramef12,Pramef12
4758,Dhrs3,Dhrs3
4759,Vps13d,Vps13d
