feature_index,name_0,gene
13003,Endov,Endov
13004,Nptx1,Nptx1
13005,Rptor,Rptor
13006,Rptoros,Rptoros
13007,Chmp6,Chmp6
13008,Gm11767,Gm11767
13009,Baiap2,Baiap2
13010,Aatk,Aatk
13011,Cep131,Cep131
13012,Tepsin,Tepsin
13013,Ndufaf8,Ndufaf8
13014,Slc38a10,Slc38a10
13015,Gm11770,Gm11770
13016,Bahcc1,Bahcc1
13017,Gm11772,Gm11772
13018,Actg1,Actg1
13019,Fscn2,Fscn2
13020,Faap100,Faap100
13021,Nploc4,Nploc4
13022,Oxld1,Oxld1
13023,Ccdc137,Ccdc137
13024,Arl16,Arl16
13025,Hgs,Hgs
13026,Hgs.1,Hgs.1
13027,Mrpl12,Mrpl12
13028,Gm16755,Gm16755
13029,Gm11788,Gm11788
13030,Slc25a10,Slc25a10
13031,Gcgr,Gcgr
13032,Mcrip1,Mcrip1
13033,Ppp1r27,Ppp1r27
13034,P4hb,P4hb
13035,Arhgdia,Arhgdia
13036,Alyref,Alyref
13037,Anapc11,Anapc11
13038,Npb,Npb
13039,Pcyt2,Pcyt2
13040,Sirt7,Sirt7
13041,Mafg,Mafg
13042,Gm17586,Gm17586
13043,Pycr1,Pycr1
13044,Myadml2,Myadml2
13045,Myadml2os,Myadml2os
13046,Notum,Notum
13047,Notumos,Notumos
13048,Aspscr1,Aspscr1
13049,Cenpx,Cenpx
13050,Lrrc45,Lrrc45
13051,Rac3,Rac3
13052,Dcxr,Dcxr
13053,Cbr2,Cbr2
13054,Hmga1b,Hmga1b
13055,Rfng,Rfng
13056,Gps1,Gps1
13057,Dus1l,Dus1l
13058,Fasn,Fasn
13059,Ccdc57,Ccdc57
13060,Slc16a3,Slc16a3
13061,Csnk1d,Csnk1d
13062,Cd7,Cd7
13063,Sectm1b,Sectm1b
13064,Sectm1a,Sectm1a
13065,Ogfod3,Ogfod3
13066,Hexdc,Hexdc
13067,BC017643,BC017643
13068,Narf,Narf
13069,Foxk2,Foxk2
13070,Wdr45b,Wdr45b
13071,Rab40b,Rab40b
13072,Fn3krp,Fn3krp
13073,Fn3k,Fn3k
13074,Tbcd,Tbcd
13075,Zfp750,Zfp750
13076,B3gntl1,B3gntl1
13077,Metrnl,Metrnl
13078,Gm48530,Gm48530
13079,2810429I04Rik,2810429I04Rik
13080,Gdi2,Gdi2
13081,Fam208b,Fam208b
13082,Asb13,Asb13
13083,Calml3,Calml3
13084,Net1,Net1
13085,Akr1c14,Akr1c14
13086,Gm47904,Gm47904
13087,Akr1c18,Akr1c18
13088,Akr1c13,Akr1c13
13089,Akr1c19,Akr1c19
13090,Akr1c12,Akr1c12
13091,Akr1e1,Akr1e1
13092,AC133498.1,AC133498.1
13093,Klf6,Klf6
13094,Pitrm1,Pitrm1
13095,Pfkp,Pfkp
13096,Adarb2,Adarb2
13097,Wdr37,Wdr37
13098,Idi1,Idi1
13099,Gtpbp4,Gtpbp4
13100,Gm36264,Gm36264
13101,Larp4b,Larp4b
13102,Dip2c,Dip2c
13103,Gm26601,Gm26601
13104,Zmynd11,Zmynd11
13105,Chrm3,Chrm3
13106,Ryr2,Ryr2
13107,Mtr,Mtr
13108,Actn2,Actn2
13109,Heatr1,Heatr1
13110,Lgals8,Lgals8
13111,Edaradd,Edaradd
13112,Ero1lb,Ero1lb
13113,Gpr137b,Gpr137b
13114,Nid1,Nid1
13115,Lyst,Lyst
13116,Gng4,Gng4
13117,Gm47882,Gm47882
13118,B3galnt2,B3galnt2
13119,Tbce,Tbce
13120,Ggps1,Ggps1
13121,Arid4b,Arid4b
13122,Hecw1,Hecw1
13123,Gm30893,Gm30893
13124,Mrpl32,Mrpl32
13125,Psma2,Psma2
13126,AW209491,AW209491
13127,Gli3,Gli3
13128,Inhba,Inhba
13129,Sugct,Sugct
13130,Mplkip,Mplkip
13131,Cdk13,Cdk13
13132,Rala,Rala
13133,Yae1d1,Yae1d1
13134,Vps41,Vps41
13135,Amph,Amph
13136,Stard3nl,Stard3nl
13137,Epdr1,Epdr1
13138,Sfrp4,Sfrp4
13139,Elmo1,Elmo1
13140,Aoah,Aoah
13141,Trim27,Trim27
13142,Zscan12,Zscan12
13143,Zkscan3,Zkscan3
13144,Pgbd1,Pgbd1
13145,Zscan26,Zscan26
13146,Nkapl,Nkapl
13147,Zkscan4,Zkscan4
13148,AK157302,AK157302
13149,Gm11273,Gm11273
13150,Zkscan8,Zkscan8
13151,Hist1h2bl,Hist1h2bl
13152,Hist1h2ai,Hist1h2ai
13153,Hist1h3h,Hist1h3h
13154,Hist1h2bm,Hist1h2bm
13155,Hist1h4j,Hist1h4j
13156,Hist1h4k,Hist1h4k
13157,Hist1h2ak,Hist1h2ak
13158,Hist1h2bn,Hist1h2bn
13159,Hist1h1b,Hist1h1b
13160,Hist1h3i,Hist1h3i
13161,Hist1h2an,Hist1h2an
13162,Hist1h2bp,Hist1h2bp
13163,Hist1h2bq,Hist1h2bq
13164,Hist1h2ao,Hist1h2ao
13165,Hist1h4m,Hist1h4m
13166,Hist1h4n,Hist1h4n
13167,Hist1h2ap,Hist1h2ap
13168,Hist1h2br,Hist1h2br
13169,Zfp184,Zfp184
13170,Prss16,Prss16
13171,Hist1h2ah,Hist1h2ah
13172,Hist1h2bk,Hist1h2bk
13173,Hist1h4i,Hist1h4i
13174,Hist1h2ag,Hist1h2ag
13175,Hist1h2bj,Hist1h2bj
13176,Zfp322a,Zfp322a
13177,Abt1,Abt1
13178,C230035I16Rik,C230035I16Rik
13179,Gm46404,Gm46404
13180,Btn2a2,Btn2a2
13181,Gm11335,Gm11335
13182,Hist1h4h,Hist1h4h
13183,Hist1h2af,Hist1h2af
13184,Hist1h3g,Hist1h3g
13185,Hist1h2bh,Hist1h2bh
13186,Hist1h3f,Hist1h3f
13187,Hist1h4f,Hist1h4f
13188,Hist1h1d,Hist1h1d
13189,Hist1h3e,Hist1h3e
13190,Hist1h2ae,Hist1h2ae
13191,Hist1h2bg,Hist1h2bg
13192,Hist1h2bf,Hist1h2bf
13193,Hist1h2ad,Hist1h2ad
13194,Hist1h3d,Hist1h3d
13195,Hist1h4d,Hist1h4d
13196,Hist1h2be,Hist1h2be
13197,Hist1h1e,Hist1h1e
13198,Hist1h2ac,Hist1h2ac
13199,Hist1h2bc,Hist1h2bc
13200,Hist1h1t,Hist1h1t
13201,Hist1h4c,Hist1h4c
13202,Hfe,Hfe
13203,Hist1h1c,Hist1h1c
13204,Hist1h3c,Hist1h3c
13205,Hist1h2bb,Hist1h2bb
13206,Hist1h2ab,Hist1h2ab
13207,Hist1h3b,Hist1h3b
13208,Hist1h4b,Hist1h4b
13209,Hist1h4a,Hist1h4a
13210,Hist1h3a,Hist1h3a
13211,Hist1h1a,Hist1h1a
13212,Slc17a2,Slc17a2
13213,Carmil1,Carmil1
13214,Cmah,Cmah
13215,Ripor2,Ripor2
13216,Gmnn,Gmnn
13217,BC005537,BC005537
13218,Acot13,Acot13
13219,Tdp2,Tdp2
13220,D130043K22Rik,D130043K22Rik
13221,Aldh5a1,Aldh5a1
13222,Gpld1,Gpld1
13223,Mrs2,Mrs2
13224,Dcdc2a,Dcdc2a
13225,Nrsn1,Nrsn1
13226,Prl,Prl
13227,Gm11361,Gm11361
13228,Gm34639,Gm34639
13229,Gm26735,Gm26735
13230,Sox4,Sox4
13231,A330102I10Rik,A330102I10Rik
13232,Cdkal1,Cdkal1
13233,E2f3,E2f3
13234,Mboat1,Mboat1
13235,Agtr1a,Agtr1a
13236,Uqcrfs1,Uqcrfs1
13237,Dusp22,Dusp22
13238,Gm29675,Gm29675
13239,Exoc2,Exoc2
13240,Gm48662,Gm48662
13241,A530084C06Rik,A530084C06Rik
13242,Foxq1,Foxq1
13243,1700018A04Rik,1700018A04Rik
13244,Foxf2,Foxf2
13245,Foxc1,Foxc1
13246,Gmds,Gmds
13247,Wrnip1,Wrnip1
13248,Serpinb1a,Serpinb1a
13249,Serpinb1c,Serpinb1c
13250,Serpinb6b,Serpinb6b
13251,Gm47662,Gm47662
13252,Serpinb9,Serpinb9
13253,Serpinb9b,Serpinb9b
13254,Serpinb1b,Serpinb1b
13255,Serpinb6a,Serpinb6a
13256,1110046J04Rik,1110046J04Rik
13257,Nqo2,Nqo2
13258,Ripk1,Ripk1
13259,Bphl,Bphl
13260,Tubb2a,Tubb2a
13261,Tubb2b,Tubb2b
13262,Psmg4,Psmg4
13263,Slc22a23,Slc22a23
13264,Pxdc1,Pxdc1
13265,Gm15908,Gm15908
13266,Fam50b,Fam50b
13267,Gm36839,Gm36839
13268,Prpf4b,Prpf4b
13269,Fam217a,Fam217a
13270,Eci3,Eci3
13271,Eci2,Eci2
13272,Cdyl,Cdyl
13273,Rpp40,Rpp40
13274,Ppp1r3g,Ppp1r3g
13275,Lyrm4,Lyrm4
13276,Fars2,Fars2
13277,Nrn1,Nrn1
13278,Gm30177,Gm30177
13279,F13a1,F13a1
13280,Ly86,Ly86
13281,Gm4035,Gm4035
13282,Gm29458,Gm29458
13283,Gm47732,Gm47732
13284,Gm29590,Gm29590
13285,CT009713.1,CT009713.1
13286,AI463229,AI463229
13287,Rreb1,Rreb1
13288,Ssr1,Ssr1
13289,Cage1,Cage1
13290,Riok1,Riok1
13291,Dsp,Dsp
13292,Snrnp48,Snrnp48
13293,Bmp6,Bmp6
13294,Txndc5,Txndc5
13295,Gm31834,Gm31834
13296,Bloc1s5,Bloc1s5
13297,Gm47400,Gm47400
13298,Eef1e1,Eef1e1
13299,Slc35b3,Slc35b3
13300,Gm26514,Gm26514
13301,5033403F01Rik,5033403F01Rik
13302,Tfap2a,Tfap2a
13303,Gm48107,Gm48107
13304,Gcnt2,Gcnt2
13305,Gm31683,Gm31683
13306,A730081D07Rik,A730081D07Rik
13307,Pak1ip1,Pak1ip1
13308,Tmem14c,Tmem14c
13309,Mak,Mak
13310,Elovl2,Elovl2
13311,Smim13,Smim13
13312,Nedd9,Nedd9
13313,Gm26877,Gm26877
13314,Tmem170b,Tmem170b
13315,Adtrp,Adtrp
13316,Gm28707,Gm28707
13317,Hivep1,Hivep1
13318,Edn1,Edn1
13319,Phactr1,Phactr1
13320,Tbc1d7,Tbc1d7
13321,Gfod1,Gfod1
13322,Sirt5,Sirt5
13323,Nol7,Nol7
13324,Ranbp9,Ranbp9
13325,Mcur1,Mcur1
13326,Rnf182,Rnf182
13327,Cd83,Cd83
13328,Gm33195,Gm33195
13329,Gm33489,Gm33489
13330,Jarid2,Jarid2
13331,Dtnbp1,Dtnbp1
13332,Mylip,Mylip
13333,Gmpr,Gmpr
13334,Atxn1,Atxn1
13335,5033430I15Rik,5033430I15Rik
13336,Stmnd1,Stmnd1
13337,Rbm24,Rbm24
13338,Cap2,Cap2
13339,Fam8a1,Fam8a1
13340,Nup153,Nup153
13341,Kif13a,Kif13a
13342,Nhlrc1,Nhlrc1
13343,Tpmt,Tpmt
13344,Kdm1b,Kdm1b
13345,Dek,Dek
13346,Rnf144b,Rnf144b
13347,A330033J07Rik,A330033J07Rik
13348,Gm49291,Gm49291
13349,Id4,Id4
13350,A330048O09Rik,A330048O09Rik
13351,Zfp169,Zfp169
13352,A830005F24Rik,A830005F24Rik
13353,6720427I07Rik,6720427I07Rik
13354,Ptpdc1,Ptpdc1
13355,Phf2,Phf2
13356,Phf2os1,Phf2os1
13357,Fam120a,Fam120a
13358,Fam120aos,Fam120aos
13359,Wnk2,Wnk2
13360,Ninj1,Ninj1
13361,Card19,Card19
13362,Susd3,Susd3
13363,Fgd3,Fgd3
13364,Bicd2,Bicd2
13365,Ippk,Ippk
13366,Cenpp,Cenpp
13367,Tes3-ps,Tes3-ps
13368,Ecm2,Ecm2
13369,Aspn,Aspn
13370,Ogn,Ogn
13371,Nol8,Nol8
13372,Iars,Iars
13373,Fbxw17,Fbxw17
13374,Spin1,Spin1
13375,Nxnl2,Nxnl2
13376,Gm32834,Gm32834
13377,S1pr3,S1pr3
13378,Shc3,Shc3
13379,Cks2,Cks2
13380,Secisbp2,Secisbp2
13381,Sema4d,Sema4d
13382,Gadd45g,Gadd45g
13383,Diras2,Diras2
13384,Syk,Syk
13385,Auh,Auh
13386,Nfil3,Nfil3
13387,Gm33424,Gm33424
13388,Ror2,Ror2
13389,Sptlc1,Sptlc1
13390,Gm2762,Gm2762
13391,Msx2,Msx2
13392,Sfxn1,Sfxn1
13393,Hrh2,Hrh2
13394,Gm48623,Gm48623
13395,Cplx2,Cplx2
13396,Thoc3,Thoc3
13397,Simc1,Simc1
13398,4833439L19Rik,4833439L19Rik
13399,Arl10,Arl10
13400,Nop16,Nop16
13401,Higd2a,Higd2a
13402,Cltb,Cltb
13403,Faf2,Faf2
13404,Rnf44,Rnf44
13405,Gprin1,Gprin1
13406,Tspan17,Tspan17
13407,Unc5a,Unc5a
13408,Uimc1,Uimc1
13409,Zfp346,Zfp346
13410,Fgfr4,Fgfr4
13411,Nsd1,Nsd1
13412,Rab24,Rab24
13413,Prelid1,Prelid1
13414,Mxd3,Mxd3
13415,Lman2,Lman2
13416,Rgs14,Rgs14
13417,Grk6,Grk6
13418,Prr7,Prr7
13419,Dbn1,Dbn1
13420,Pdlim7,Pdlim7
13421,Dok3,Dok3
13422,Ddx41,Ddx41
13423,Fam193b,Fam193b
13424,Tmed9,Tmed9
13425,B4galt7,B4galt7
13426,Caml,Caml
13427,Ddx46,Ddx46
13428,B230219D22Rik,B230219D22Rik
13429,Txndc15,Txndc15
13430,Pcbd2,Pcbd2
13431,Pitx1,Pitx1
13432,Gm47071,Gm47071
13433,H2afy,H2afy
13434,Cxcl14,Cxcl14
13435,Fbxl21,Fbxl21
13436,Tgfbi,Tgfbi
13437,Smad5,Smad5
13438,Gm45623,Gm45623
13439,Spock1,Spock1
13440,Klhl3,Klhl3
13441,Hnrnpa0,Hnrnpa0
13442,Idnk,Idnk
13443,Ubqln1,Ubqln1
13444,Gkap1,Gkap1
13445,Kif27,Kif27
13446,2210016F16Rik,2210016F16Rik
13447,Hnrnpk,Hnrnpk
13448,Rmi1,Rmi1
13449,Slc28a3,Slc28a3
13450,Ntrk2,Ntrk2
13451,Gm34558,Gm34558
13452,Gm34788,Gm34788
13453,Agtpbp1,Agtpbp1
13454,Naa35,Naa35
13455,Golm1,Golm1
13456,Spata31d1a,Spata31d1a
13457,Isca1,Isca1
13458,Etohd2,Etohd2
13459,Zcchc6,Zcchc6
13460,Gm34961,Gm34961
13461,Gas1,Gas1
13462,Gm35333,Gm35333
13463,Gm48500,Gm48500
13464,A530001N23Rik,A530001N23Rik
13465,Dapk1,Dapk1
13466,Gm49392,Gm49392
13467,Ctla2b,Ctla2b
13468,Ctla2a,Ctla2a
13469,Zfp808,Zfp808
13470,Gm3604,Gm3604
13471,Gm49359,Gm49359
13472,Zfp934,Zfp934
13473,6720489N17Rik,6720489N17Rik
13474,Platr25,Platr25
13475,Gm5141,Gm5141
13476,Fbp2,Fbp2
13477,Fbp1,Fbp1
13478,2010111I01Rik,2010111I01Rik
13479,Fancc,Fancc
13480,Gm16133,Gm16133
13481,Ptch1,Ptch1
13482,Ercc6l2,Ercc6l2
13483,Slc35d2,Slc35d2
13484,Zfp367,Zfp367
13485,Habp4,Habp4
13486,Cdc14b,Cdc14b
13487,1810034E14Rik,1810034E14Rik
13488,Aaed1,Aaed1
13489,Ctsl,Ctsl
13490,Cdk20,Cdk20
13491,Mfsd14b,Mfsd14b
13492,Gm36445,Gm36445
13493,Zfp369,Zfp369
13494,Uqcrb,Uqcrb
13495,Gm10767,Gm10767
13496,Mterf3,Mterf3
13497,Ptdss1,Ptdss1
13498,Zfp712,Zfp712
13499,Gm46440,Gm46440
13500,Zfp708,Zfp708
13501,Gm28557,Gm28557
13502,Zfp759,Zfp759
13503,Rsl1,Rsl1
13504,Zfp455,Zfp455
13505,Gm49064,Gm49064
13506,Zfp458,Zfp458
13507,F630042J09Rik,F630042J09Rik
13508,Zfp457,Zfp457
13509,Zfp595,Zfp595
13510,Zfp953,Zfp953
13511,Gm28041,Gm28041
13512,Gm17039,Gm17039
13513,Zfp456,Zfp456
13514,Zfp429,Zfp429
13515,Zfp459,Zfp459
13516,Zfp874a,Zfp874a
13517,Zfp874b,Zfp874b
13518,Zfp58,Zfp58
13519,Zfp87,Zfp87
13520,Zfp748,Zfp748
13521,9430065F17Rik,9430065F17Rik
13522,Zfp729b,Zfp729b
13523,Zfp729a,Zfp729a
13524,Zfp738,Zfp738
13525,Zfp65,Zfp65
13526,Zfp85,Zfp85
13527,Zfp493,Zfp493
13528,4930525G20Rik,4930525G20Rik
13529,Zfp273,Zfp273
13530,Gm10037,Gm10037
13531,Mtrr,Mtrr
13532,Fastkd3,Fastkd3
13533,1700001L19Rik,1700001L19Rik
13534,Adcy2,Adcy2
13535,Papd7,Papd7
13536,Nsun2,Nsun2
13537,A530095I07Rik,A530095I07Rik
13538,Srd5a1,Srd5a1
13539,Ube2ql1,Ube2ql1
13540,Med10,Med10
13541,Gm26819,Gm26819
13542,Ice1,Ice1
13543,D030007L05Rik,D030007L05Rik
13544,Gm36377,Gm36377
13545,Gm36426,Gm36426
13546,Irx1,Irx1
13547,Gm20554,Gm20554
13548,Irx2,Irx2
13549,Ndufs6,Ndufs6
13550,Mrpl36,Mrpl36
13551,Eprn,Eprn
13552,Lpcat1,Lpcat1
13553,Slc6a3,Slc6a3
13554,Clptm1l,Clptm1l
13555,Tert,Tert
13556,Slc12a7,Slc12a7
13557,Nkd2,Nkd2
13558,Trip13,Trip13
13559,Brd9,Brd9
13560,Tppp,Tppp
13561,Cep72,Cep72
13562,Exoc3,Exoc3
13563,Pdcd6,Pdcd6
13564,Sdha,Sdha
13565,Ccdc127,Ccdc127
13566,Zfp72,Zfp72
13567,Ftl1-ps1,Ftl1-ps1
13568,E430024I08Rik,E430024I08Rik
13569,Zfp825,Zfp825
13570,Gm47467,Gm47467
13571,Gm47469,Gm47469
13572,Gm46430,Gm46430
13573,Erap1,Erap1
13574,Cast,Cast
13575,Pcsk1,Pcsk1
13576,Ell2,Ell2
13577,Glrx,Glrx
13578,Rhobtb3,Rhobtb3
13579,Rfesd,Rfesd
13580,Gpr150,Gpr150
13581,Arsk,Arsk
13582,Ttc37,Ttc37
13583,Fam81b,Fam81b
13584,Mctp1,Mctp1
13585,Slf1,Slf1
13586,2210408I21Rik,2210408I21Rik
13587,Fam172a,Fam172a
13588,Pou5f2,Pou5f2
13589,Nr2f1,Nr2f1
13590,A830082K12Rik,A830082K12Rik
13591,Arrdc3,Arrdc3
13592,5430425K12Rik,5430425K12Rik
13593,Gm4211,Gm4211
13594,9330111N05Rik,9330111N05Rik
13595,Adgrv1,Adgrv1
13596,Lysmd3,Lysmd3
13597,Polr3g,Polr3g
13598,Mblac2,Mblac2
13599,Gm17259,Gm17259
13600,Cetn3,Cetn3
13601,Mef2c,Mef2c
13602,A230107N01Rik,A230107N01Rik
13603,Tmem161b,Tmem161b
13604,Ccnh,Ccnh
13605,Rasa1,Rasa1
13606,Cox7c,Cox7c
13607,Edil3,Edil3
13608,Hapln1,Hapln1
13609,Vcan,Vcan
13610,Gm4117,Gm4117
13611,Xrcc4,Xrcc4
13612,Tmem167,Tmem167
13613,Rps23,Rps23
13614,Atg10,Atg10
13615,A830009L08Rik,A830009L08Rik
13616,Ssbp2,Ssbp2
13617,4833422C13Rik,4833422C13Rik
13618,Zcchc9,Zcchc9
13619,Rasgrf2,Rasgrf2
13620,Msh3,Msh3
13621,Dhfr,Dhfr
13622,Ankrd34b,Ankrd34b
13623,Fam151b,Fam151b
13624,Zfyve16,Zfyve16
13625,Serinc5,Serinc5
13626,Thbs4,Thbs4
13627,Mtx3,Mtx3
13628,Cmya5,Cmya5
13629,A630019I02Rik,A630019I02Rik
13630,Papd4,Papd4
13631,Homer1,Homer1
13632,Jmy,Jmy
13633,AW495222,AW495222
13634,Arsb,Arsb
13635,Lhfpl2,Lhfpl2
13636,Scamp1,Scamp1
13637,Ap3b1,Ap3b1
13638,Tbca,Tbca
13639,Wdr41,Wdr41
13640,Gm48350,Gm48350
13641,Gm48420,Gm48420
13642,Pde8b,Pde8b
13643,Zbed3,Zbed3
13644,Aggf1,Aggf1
13645,F2rl1,F2rl1
13646,F2r,F2r
13647,Iqgap2,Iqgap2
13648,F2rl2,F2rl2
13649,Sv2c,Sv2c
13650,Gm20075,Gm20075
13651,Gm29543,Gm29543
13652,Poc5,Poc5
13653,Ankdd1b,Ankdd1b
13654,Polk,Polk
13655,Col4a3bp,Col4a3bp
13656,Gm48133,Gm48133
13657,Hmgcr,Hmgcr
13658,Gcnt4,Gcnt4
13659,Fam169a,Fam169a
13660,Gm6169,Gm6169
13661,Nsa2,Nsa2
13662,Gfm2,Gfm2
13663,Hexb,Hexb
13664,Enc1,Enc1
13665,C430039J16Rik,C430039J16Rik
13666,Gm2379,Gm2379
13667,Gm10260,Gm10260
13668,Gm34388,Gm34388
13669,Arhgef28,Arhgef28
13670,Utp15,Utp15
13671,Ankra2,Ankra2
13672,Gm21976,Gm21976
13673,Btf3,Btf3
13674,Gm10320,Gm10320
13675,Tmem174,Tmem174
13676,Tmem171,Tmem171
13677,Gm9465,Gm9465
13678,Fcho2,Fcho2
13679,Tnpo1,Tnpo1
13680,Gm807,Gm807
13681,Zfp366,Zfp366
13682,Ptcd2,Ptcd2
13683,Mrps27,Mrps27
13684,Map1b,Map1b
13685,Cartpt,Cartpt
13686,Mccc2,Mccc2
13687,Bdp1,Bdp1
13688,BC001981,BC001981
13689,Serf1,Serf1
13690,Smn1,Smn1
13691,Naip2,Naip2
13692,Gtf2h2,Gtf2h2
13693,Ocln,Ocln
13694,Marveld2,Marveld2
13695,Rad17,Rad17
13696,Ak6,Ak6
13697,Taf9,Taf9
13698,Ccdc125,Ccdc125
13699,Cdk7,Cdk7
13700,Mrps36,Mrps36
13701,Cenph,Cenph
13702,Ccnb1,Ccnb1
13703,Slc30a5,Slc30a5
13704,Pik3r1,Pik3r1
13705,Mast4,Mast4
13706,Srek1,Srek1
13707,Erbin,Erbin
13708,Gm47851,Gm47851
13709,Nln,Nln
13710,Sgtb,Sgtb
13711,Trappc13,Trappc13
13712,Trim23,Trim23
13713,Ppwd1,Ppwd1
13714,Cenpk,Cenpk
13715,Adamts6,Adamts6
13716,Cwc27,Cwc27
13717,2610204G07Rik,2610204G07Rik
13718,Srek1ip1,Srek1ip1
13719,Fam159b,Fam159b
13720,Rgs7bp,Rgs7bp
13721,Rnf180,Rnf180
13722,Gm28989,Gm28989
13723,Ipo11,Ipo11
13724,Dimt1,Dimt1
13725,Kif2a,Kif2a
13726,AI197445,AI197445
13727,Ndufaf2,Ndufaf2
13728,Smim15,Smim15
13729,Ercc8,Ercc8
13730,Elovl7,Elovl7
13731,Depdc1b,Depdc1b
13732,Pde4d,Pde4d
13733,Rab3c,Rab3c
13734,Plk2,Plk2
13735,Gpbp1,Gpbp1
13736,Mier3,Mier3
13737,Map3k1,Map3k1
13738,Gm15326,Gm15326
13739,Ankrd55,Ankrd55
13740,Il6st,Il6st
13741,Slc38a9,Slc38a9
13742,Plpp1,Plpp1
13743,Skiv2l2,Skiv2l2
13744,Dhx29,Dhx29
13745,Ccno,Ccno
13746,Mcidas,Mcidas
13747,Cdc20b,Cdc20b
13748,Gpx8,Gpx8
13749,AC159207.1,AC159207.1
13750,Gzma,Gzma
13751,Esm1,Esm1
13752,BC067074,BC067074
13753,Snx18,Snx18
13754,Arl15,Arl15
13755,Ndufs4,Ndufs4
13756,Fst,Fst
13757,Mocs2,Mocs2
13758,Itga2,Itga2
13759,Itga1,Itga1
13760,Gm49395,Gm49395
13761,Pelo,Pelo
13762,Gm10734,Gm10734
13763,Isl1,Isl1
13764,Parp8,Parp8
13765,Emb,Emb
13766,Gm17509,Gm17509
13767,Hcn1,Hcn1
13768,Mrps30,Mrps30
13769,B430218F22Rik,B430218F22Rik
13770,Fgf10,Fgf10
13771,Nnt,Nnt
13772,Paip1,Paip1
13773,4833420G17Rik,4833420G17Rik
13774,3110070M22Rik,3110070M22Rik
13775,Tmem267,Tmem267
13776,Ccl28,Ccl28
13777,Hmgcs1,Hmgcs1
13778,Nim1k,Nim1k
13779,Gm41077,Gm41077
13780,Zfp131,Zfp131
13781,BC147527,BC147527
13782,Rab10os,Rab10os
13783,Rab10,Rab10
13784,Gm26520,Gm26520
13785,Kif3c,Kif3c
13786,1110002L01Rik,1110002L01Rik
13787,Asxl2,Asxl2
13788,Dtnb,Dtnb
13789,Dnmt3a,Dnmt3a
13790,Pomc,Pomc
13791,Efr3b,Efr3b
13792,Dnajc27,Dnajc27
13793,Adcy3,Adcy3
13794,Cenpo,Cenpo
13795,Ptrhd1,Ptrhd1
13796,Ncoa1,Ncoa1
13797,Itsn2,Itsn2
13798,Fam228b,Fam228b
13799,Pfn4,Pfn4
13800,Sf3b6,Sf3b6
13801,Fkbp1b,Fkbp1b
13802,Wdcp,Wdcp
13803,Mfsd2b,Mfsd2b
13804,Ubxn2a,Ubxn2a
13805,Atad2b,Atad2b
13806,Klhl29,Klhl29
13807,2810032G03Rik,2810032G03Rik
13808,Gm48633,Gm48633
13809,Apob,Apob
13810,Ldah,Ldah
13811,Hs1bp3,Hs1bp3
13812,Rhob,Rhob
13813,Pum2,Pum2
13814,Sdc1,Sdc1
13815,Laptm4a,Laptm4a
13816,Matn3,Matn3
13817,Wdr35,Wdr35
13818,Ttc32,Ttc32
13819,Osr1,Osr1
13820,Rdh14,Rdh14
13821,Kcns3,Kcns3
13822,Gen1,Gen1
13823,Smc6,Smc6
13824,Vsnl1,Vsnl1
13825,Rad51ap2,Rad51ap2
13826,Fam49a,Fam49a
13827,Mycn,Mycn
13828,Ddx1,Ddx1
13829,Nbas,Nbas
13830,Fam84a,Fam84a
13831,Trib2,Trib2
13832,Gm48558,Gm48558
13833,Lpin1,Lpin1
13834,Ntsr2,Ntsr2
13835,Greb1,Greb1
13836,E2f6,E2f6
13837,Rock2,Rock2
13838,Pqlc3,Pqlc3
13839,2410004P03Rik,2410004P03Rik
13840,Kcnf1,Kcnf1
13841,Pdia6,Pdia6
13842,Atp6v1c2,Atp6v1c2
13843,Nol10,Nol10
13844,Odc1,Odc1
13845,Hpcal1,Hpcal1
13846,5730507C01Rik,5730507C01Rik
13847,Gm5784,Gm5784
13848,AC124739.1,AC124739.1
13849,AC163633.2,AC163633.2
13850,AC164424.1,AC164424.1
13851,Asap2,Asap2
13852,AC153140.2,AC153140.2
13853,Itgb1bp1,Itgb1bp1
13854,Cpsf3,Cpsf3
13855,Iah1,Iah1
13856,Adam17,Adam17
13857,Ywhaq,Ywhaq
13858,Gm4419,Gm4419
13859,Gm4425,Gm4425
13860,2410018L13Rik,2410018L13Rik
13861,9030624G23Rik,9030624G23Rik
13862,Taf1b,Taf1b
13863,Grhl1,Grhl1
13864,Klf11,Klf11
13865,Cys1,Cys1
13866,Rrm2,Rrm2
13867,Mboat2,Mboat2
13868,Kidins220,Kidins220
13869,Id2,Id2
13870,Gm36287,Gm36287
13871,Gm47705,Gm47705
13872,AC163354.1,AC163354.1
13873,Rnf144a,Rnf144a
13874,Rsad2,Rsad2
13875,Cmpk2,Cmpk2
13876,Sox11,Sox11
13877,Gm45941,Gm45941
13878,Colec11,Colec11
13879,Rps7,Rps7
13880,Rnaseh1,Rnaseh1
13881,Adi1,Adi1
13882,Trappc12,Trappc12
13883,Eipr1,Eipr1
13884,Myt1l,Myt1l
13885,Pxdn,Pxdn
13886,Sntg2,Sntg2
13887,Tmem18,Tmem18
13888,Acp1,Acp1
13889,Sh3yl1,Sh3yl1
13890,Fam110c,Fam110c
13891,6030469F06Rik,6030469F06Rik
13892,Lamb1,Lamb1
13893,Dld,Dld
13894,Cbll1,Cbll1
13895,Gm29542,Gm29542
