dataset,unit,time,endpoint,n_start,n_intermediate,n_end,all_states_at_least_30,intermediate_mean,endpoint_mean,difference,endpoint_pooled_cell_sd,standardized_difference,module
repair,muc9268,day 11,AT2,189,93,42,True,0.6134989247311828,0.513184656084656,0.10031426864652682,0.05221859774663607,1.9210448571072378,DATP_marker_panel
repair,muc9268,day 11,AT1,189,93,42,True,0.6134989247311828,0.5478738095238095,0.06562511520737335,0.05221859774663607,1.2567383660087068,DATP_marker_panel
repair,muc9276,day 15,AT2,269,82,60,True,0.6547646341463416,0.5149825278810409,0.13978210626530063,0.059211352050639356,2.360731539211513,DATP_marker_panel
repair,muc9276,day 15,AT1,269,82,60,True,0.6547646341463416,0.5627533333333332,0.09201130081300835,0.059211352050639356,1.5539469650062623,DATP_marker_panel
repair,muc9277,day 11,AT2,45,98,40,True,0.6344132653061224,0.5200688888888888,0.1143443764172336,0.06203225455158262,1.843305184436769,DATP_marker_panel
repair,muc9277,day 11,AT1,45,98,40,True,0.6344132653061224,0.5529375,0.08147576530612244,0.06203225455158262,1.313441948790877,DATP_marker_panel
repair,muc9280,day 15,AT2,380,59,50,True,0.6540525423728814,0.508288947368421,0.14576359500446034,0.05373686673671795,2.7125436196089434,DATP_marker_panel
repair,muc9280,day 15,AT1,380,59,50,True,0.6540525423728814,0.5398320000000001,0.11422054237288126,0.05373686673671795,2.125552703556408,DATP_marker_panel
repair,muc9283,day 12,AT2,169,87,40,True,0.6115310344827586,0.5144733727810651,0.0970576617016935,0.055445723391470456,1.7504986095397297,DATP_marker_panel
repair,muc9283,day 12,AT1,169,87,40,True,0.6115310344827586,0.54009,0.07144103448275863,0.055445723391470456,1.2884859302556926,DATP_marker_panel
repair,muc9285,day 10,AT2,374,84,66,True,0.5940190476190477,0.5081342245989305,0.08588482302011713,0.054392736748790325,1.5789759470418112,DATP_marker_panel
repair,muc9285,day 10,AT1,374,84,66,True,0.5940190476190477,0.555071212121212,0.03894783549783565,0.054392736748790325,0.7160484620899652,DATP_marker_panel
repair,muc9288,day 13,AT2,189,116,98,True,0.5941922413793106,0.509447619047619,0.08474462233169155,0.05505570792006316,1.5392522507336481,DATP_marker_panel
repair,muc9288,day 13,AT1,189,116,98,True,0.5941922413793106,0.5352061224489796,0.05898611893033101,0.05505570792006316,1.0713897097822176,DATP_marker_panel
repair,muc9294,day 12,AT2,347,109,62,True,0.6069532110091743,0.5123308357348703,0.09462237527430406,0.05394470713221812,1.754062266801917,DATP_marker_panel
repair,muc9294,day 12,AT1,347,109,62,True,0.6069532110091743,0.549658064516129,0.057295146493045346,0.05394470713221812,1.0621087691256776,DATP_marker_panel
repair,muc9296,day 13,AT2,167,78,70,True,0.632353846153846,0.518891616766467,0.11346222938737904,0.05454094144888115,2.0803129974153864,DATP_marker_panel
repair,muc9296,day 13,AT1,167,78,70,True,0.632353846153846,0.5339685714285715,0.09838527472527459,0.05454094144888115,1.8038792897897962,DATP_marker_panel
repair,muc9268,day 11,AT2,189,93,42,True,0.5818279569892473,0.5346022927689593,0.047225664220287955,0.09598950149794527,0.4919878057841446,AT1_early_panel
repair,muc9268,day 11,AT1,189,93,42,True,0.5818279569892473,0.6631190476190477,-0.08129109062980044,0.09598950149794527,-0.8468748077782292,AT1_early_panel
repair,muc9276,day 15,AT2,269,82,60,True,0.5657845528455285,0.5175272614622057,0.0482572913833228,0.09650093341979947,0.5000707213203148,AT1_early_panel
repair,muc9276,day 15,AT1,269,82,60,True,0.5657845528455285,0.6179222222222224,-0.05213766937669384,0.09650093341979947,-0.5402815032874755,AT1_early_panel
repair,muc9277,day 11,AT2,45,98,40,True,0.5755119047619047,0.5390703703703704,0.0364415343915343,0.12095147493138826,0.301290533349894,AT1_early_panel
repair,muc9277,day 11,AT1,45,98,40,True,0.5755119047619047,0.6405958333333334,-0.06508392857142864,0.12095147493138826,-0.538099503196208,AT1_early_panel
repair,muc9280,day 15,AT2,380,59,50,True,0.5790254237288135,0.5264486842105263,0.05257673951828723,0.09619237189193865,0.5465790944145894,AT1_early_panel
repair,muc9280,day 15,AT1,380,59,50,True,0.5790254237288135,0.67234,-0.09331457627118656,0.09619237189193865,-0.9700829123541629,AT1_early_panel
repair,muc9283,day 12,AT2,169,87,40,True,0.5442931034482759,0.5144753451676529,0.02981775828062294,0.07709786173464629,0.38675207858875565,AT1_early_panel
repair,muc9283,day 12,AT1,169,87,40,True,0.5442931034482759,0.6201708333333333,-0.07587772988505748,0.07709786173464629,-0.9841742452755923,AT1_early_panel
repair,muc9285,day 10,AT2,374,84,66,True,0.5847996031746032,0.529388146167558,0.055411457007045195,0.09204147339020637,0.6020270533059636,AT1_early_panel
repair,muc9285,day 10,AT1,374,84,66,True,0.5847996031746032,0.6536363636363637,-0.06883676046176046,0.09204147339020637,-0.747888510757858,AT1_early_panel
repair,muc9288,day 13,AT2,189,116,98,True,0.5800359195402297,0.5314514991181658,0.0485844204220639,0.1144317813847335,0.424571039916937,AT1_early_panel
repair,muc9288,day 13,AT1,189,116,98,True,0.5800359195402297,0.6684727891156462,-0.08843686957541652,0.1144317813847335,-0.7728348585091152,AT1_early_panel
repair,muc9294,day 12,AT2,347,109,62,True,0.5711299694189602,0.5108088376560999,0.06032113176286036,0.0847444289238591,0.7118005576160941,AT1_early_panel
repair,muc9294,day 12,AT1,347,109,62,True,0.5711299694189602,0.663008064516129,-0.09187809509716882,0.0847444289238591,-1.084178585706432,AT1_early_panel
repair,muc9296,day 13,AT2,167,78,70,True,0.5718055555555556,0.5265419161676647,0.04526363938789091,0.10629061661315514,0.42584793305535135,AT1_early_panel
repair,muc9296,day 13,AT1,167,78,70,True,0.5718055555555556,0.6691309523809523,-0.09732539682539676,0.10629061661315514,-0.9156537042174916,AT1_early_panel
repair,muc9268,day 11,AT2,189,93,42,True,0.5323857526881721,0.5279821428571428,0.004403609831029276,0.07977383685352234,0.05520117879142526,AT1_late_panel
repair,muc9268,day 11,AT1,189,93,42,True,0.5323857526881721,0.6358720238095239,-0.10348627112135178,0.07977383685352234,-1.2972457537847817,AT1_late_panel
repair,muc9276,day 15,AT2,269,82,60,True,0.5518018292682927,0.537228159851301,0.014573669416991675,0.0827231266392576,0.17617406412290398,AT1_late_panel
repair,muc9276,day 15,AT1,269,82,60,True,0.5518018292682927,0.6156395833333334,-0.06383775406504066,0.0827231266392576,-0.7717038349315175,AT1_late_panel
repair,muc9277,day 11,AT2,45,98,40,True,0.5286198979591836,0.5437555555555557,-0.015135657596372032,0.09565695466869771,-0.15822851196542373,AT1_late_panel
repair,muc9277,day 11,AT1,45,98,40,True,0.5286198979591836,0.65106875,-0.12244885204081635,0.09565695466869771,-1.2800831101607908,AT1_late_panel
repair,muc9280,day 15,AT2,380,59,50,True,0.5443601694915254,0.5337394736842106,0.01062069580731484,0.08266732409855203,0.1284751372217317,AT1_late_panel
repair,muc9280,day 15,AT1,380,59,50,True,0.5443601694915254,0.6882474999999999,-0.14388733050847446,0.08266732409855203,-1.7405587041494035,AT1_late_panel
repair,muc9283,day 12,AT2,169,87,40,True,0.5260890804597701,0.5390880177514793,-0.0129989372917092,0.07441025663714987,-0.1746928162752685,AT1_late_panel
repair,muc9283,day 12,AT1,169,87,40,True,0.5260890804597701,0.6452875,-0.11919841954022992,0.07441025663714987,-1.6019084589572459,AT1_late_panel
repair,muc9285,day 10,AT2,374,84,66,True,0.5334895833333334,0.5349174465240641,-0.0014278631907307382,0.08081552638816741,-0.017668179055996328,AT1_late_panel
repair,muc9285,day 10,AT1,374,84,66,True,0.5334895833333334,0.6290113636363637,-0.09552178030303027,0.08081552638816741,-1.1819731253648813,AT1_late_panel
repair,muc9288,day 13,AT2,189,116,98,True,0.5147284482758621,0.5305244708994709,-0.015796022623608796,0.0923132218383175,-0.17111332817821945,AT1_late_panel
repair,muc9288,day 13,AT1,189,116,98,True,0.5147284482758621,0.6145573979591836,-0.09982894968332157,0.0923132218383175,-1.0814155079341454,AT1_late_panel
repair,muc9294,day 12,AT2,347,109,62,True,0.5275768348623853,0.5494012968299712,-0.021824461967585917,0.08772130337222157,-0.24879317940568813,AT1_late_panel
repair,muc9294,day 12,AT1,347,109,62,True,0.5275768348623853,0.6870564516129033,-0.15947961675051803,0.08772130337222157,-1.8180260737099345,AT1_late_panel
repair,muc9296,day 13,AT2,167,78,70,True,0.5261201923076921,0.5464775449101796,-0.0203573526024875,0.092379610021861,-0.220366297256181,AT1_late_panel
repair,muc9296,day 13,AT1,167,78,70,True,0.5261201923076921,0.6341125,-0.10799230769230783,0.092379610021861,-1.1690058841637478,AT1_late_panel
repair,muc9268,day 11,AT2,189,93,42,True,0.5592706093189963,0.4896111111111111,0.0696594982078852,0.041875129348033766,1.6635052665492491,DATP_figure7_panel
repair,muc9268,day 11,AT1,189,93,42,True,0.5592706093189963,0.5257103174603175,0.033560291858678815,0.041875129348033766,0.8014373300139939,DATP_figure7_panel
repair,muc9276,day 15,AT2,269,82,60,True,0.5852825203252032,0.49200061957868646,0.09328190074651677,0.06879139684672549,1.3560111441603477,DATP_figure7_panel
repair,muc9276,day 15,AT1,269,82,60,True,0.5852825203252032,0.5554388888888888,0.02984363143631441,0.06879139684672549,0.4338279611156782,DATP_figure7_panel
repair,muc9277,day 11,AT2,45,98,40,True,0.6027295918367347,0.4834185185185186,0.11931107331821611,0.05430019791975576,2.1972493266881403,DATP_figure7_panel
repair,muc9277,day 11,AT1,45,98,40,True,0.6027295918367347,0.522775,0.0799545918367347,0.05430019791975576,1.4724548878236268,DATP_figure7_panel
repair,muc9280,day 15,AT2,380,59,50,True,0.6141949152542372,0.48288771929824553,0.13130719595599166,0.0384161991687063,3.418016326377078,DATP_figure7_panel
repair,muc9280,day 15,AT1,380,59,50,True,0.6141949152542372,0.49531,0.11888491525423722,0.0384161991687063,3.0946558438056115,DATP_figure7_panel
repair,muc9283,day 12,AT2,169,87,40,True,0.594793103448276,0.4956725838264299,0.09912051962184604,0.050385790990185815,1.9672315879917974,DATP_figure7_panel
repair,muc9283,day 12,AT1,169,87,40,True,0.594793103448276,0.5020125,0.09278060344827599,0.050385790990185815,1.8414041265393228,DATP_figure7_panel
repair,muc9285,day 10,AT2,374,84,66,True,0.548420634920635,0.49453966131907307,0.05388097360156191,0.04845687437268298,1.111936630232525,DATP_figure7_panel
repair,muc9285,day 10,AT1,374,84,66,True,0.548420634920635,0.5245202020202021,0.023900432900432866,0.04845687437268298,0.4932310061233844,DATP_figure7_panel
repair,muc9288,day 13,AT2,189,116,98,True,0.5582629310344828,0.48720899470899476,0.07105393632548801,0.05099267043383039,1.3934146951117163,DATP_figure7_panel
repair,muc9288,day 13,AT1,189,116,98,True,0.5582629310344828,0.5102244897959183,0.04803844123856449,0.05099267043383039,0.9420656111921144,DATP_figure7_panel
repair,muc9294,day 12,AT2,347,109,62,True,0.5923837920489297,0.4929053794428434,0.09947841260608625,0.04511959948336787,2.2047716235326136,DATP_figure7_panel
repair,muc9294,day 12,AT1,347,109,62,True,0.5923837920489297,0.5215430107526882,0.0708407812962415,0.04511959948336787,1.5700667139644058,DATP_figure7_panel
repair,muc9296,day 13,AT2,167,78,70,True,0.5999807692307692,0.493318363273453,0.10666240595731613,0.05303514506537217,2.0111645933247084,DATP_figure7_panel
repair,muc9296,day 13,AT1,167,78,70,True,0.5999807692307692,0.5048190476190475,0.09516172161172165,0.05303514506537217,1.7943143455990065,DATP_figure7_panel
repair,muc9268,day 11,AT2,189,93,42,True,0.5564390681003584,0.4888589065255731,0.06758016157478525,0.035438284010214385,1.9069817702038452,DATP_label_free_panel
repair,muc9268,day 11,AT1,189,93,42,True,0.5564390681003584,0.49833333333333335,0.05810573476702502,0.035438284010214385,1.639631725686187,DATP_label_free_panel
repair,muc9276,day 15,AT2,269,82,60,True,0.5907439024390243,0.4883079306071871,0.10243597183183722,0.04772692931421738,2.1462929483150837,DATP_label_free_panel
repair,muc9276,day 15,AT1,269,82,60,True,0.5907439024390243,0.5057833333333334,0.08496056910569094,0.04772692931421738,1.7801390185054713,DATP_label_free_panel
repair,muc9277,day 11,AT2,45,98,40,True,0.5401377551020409,0.4907037037037037,0.049434051398337175,0.046065612774756924,1.0731226270678438,DATP_label_free_panel
repair,muc9277,day 11,AT1,45,98,40,True,0.5401377551020409,0.4894291666666666,0.05070858843537429,0.046065612774756924,1.1007904894985274,DATP_label_free_panel
repair,muc9280,day 15,AT2,380,59,50,True,0.5980112994350283,0.48113377192982454,0.11687752750520375,0.03380008636608268,3.457906179271976,DATP_label_free_panel
repair,muc9280,day 15,AT1,380,59,50,True,0.5980112994350283,0.4919800000000001,0.1060312994350282,0.03380008636608268,3.1370126776192877,DATP_label_free_panel
repair,muc9283,day 12,AT2,169,87,40,True,0.5343582375478928,0.49177021696252465,0.04258802058536815,0.035735761136928966,1.1917479642362543,DATP_label_free_panel
repair,muc9283,day 12,AT1,169,87,40,True,0.5343582375478928,0.48961250000000006,0.04474573754789274,0.035735761136928966,1.2521277321179807,DATP_label_free_panel
repair,muc9285,day 10,AT2,374,84,66,True,0.5363253968253968,0.49189795008912657,0.04442744673627025,0.03528300882066123,1.2591739826410202,DATP_label_free_panel
repair,muc9285,day 10,AT1,374,84,66,True,0.5363253968253968,0.5095681818181818,0.026757215007215063,0.03528300882066123,0.758359785675263,DATP_label_free_panel
repair,muc9288,day 13,AT2,189,116,98,True,0.5278419540229885,0.4854268077601411,0.042415146262847425,0.03229166793405826,1.3135012520710292,DATP_label_free_panel
repair,muc9288,day 13,AT1,189,116,98,True,0.5278419540229885,0.49154421768707485,0.036297736335913655,0.03229166793405826,1.1240588875754594,DATP_label_free_panel
repair,muc9294,day 12,AT2,347,109,62,True,0.5392217125382263,0.4862853025936599,0.05293640994456639,0.03429180865259407,1.5437042263025083,DATP_label_free_panel
repair,muc9294,day 12,AT1,347,109,62,True,0.5392217125382263,0.49816129032258055,0.04106042221564571,0.03429180865259407,1.1973828103272008,DATP_label_free_panel
repair,muc9296,day 13,AT2,167,78,70,True,0.5284444444444445,0.4893413173652695,0.039103127079175015,0.035146119870258376,1.1125873132944377,DATP_label_free_panel
repair,muc9296,day 13,AT1,167,78,70,True,0.5284444444444445,0.4907000000000001,0.037744444444444414,0.035146119870258376,1.0739292013962773,DATP_label_free_panel
repair,muc9268,day 11,AT2,189,93,42,True,0.503475134408602,0.7872754629629629,-0.2838003285543609,0.0805688421624979,-3.522457577111123,AT2_common_panel
repair,muc9268,day 11,AT1,189,93,42,True,0.503475134408602,0.5635119047619048,-0.06003677035330279,0.0805688421624979,-0.745161140980724,AT2_common_panel
