patient,histology,broad,cells,median_library_size,median_detected_genes,median_mito_percent,median_uncertainty
17,normal,Other epithelial,1562,2113.0,1477.0,0.5084842533791878,1.1102230246251563e-16
17,normal,Other myeloid,174,1376.5,1036.5,1.1931748700005658,3.3306690738754696e-16
17,normal,Unassigned,2880,1725.5,1250.0,0.77615387126582,0.4399747505195837
18,LUAD,AT2-like,1187,2542.0,1473.0,0.6440151010437486,1.1102230246251563e-16
18,LUAD,Fibroblasts,1265,1717.0,1119.0,0.1376146788990825,0.0799743126934761
18,LUAD,Macrophages,206,5490.0,2721.0,0.63687803859016,0.10996796880342449
18,LUAD,Other assigned,1236,1264.0,937.0,0.29175799621204057,0.05999255759533165
18,LUAD,Other epithelial,1094,2202.0,1438.0,0.20687939525092208,3.3306690738754696e-16
18,LUAD,Other myeloid,222,1323.0,897.0,0.5146571012716021,2.220446049250313e-16
18,LUAD,Unassigned,5816,1759.0,1179.5,0.2780996673115914,0.4200100105612533
18,MIA,AT2-like,1232,2693.5,1583.0,0.5021453919136019,2.220446049250313e-16
18,MIA,Fibroblasts,1362,1724.0,1211.0,0.19851121514478015,0.06000375334099945
18,MIA,Macrophages,218,6257.5,2989.0,0.7365034317029198,0.07997862516227494
18,MIA,Other assigned,1495,1239.0,953.0,0.3368893879842785,0.0599791962765705
18,MIA,Other epithelial,941,2533.0,1648.0,0.2448979591836734,1.1102230246251563e-16
18,MIA,Other myeloid,271,1345.0,1000.0,0.7260221627818112,2.220446049250313e-16
18,MIA,Unassigned,4752,1765.0,1231.0,0.3891054265634477,0.42000600399267646
18,normal,AT2-like,1344,1670.5,1130.5,0.5764370222201547,1.1102230246251563e-16
18,normal,Fibroblasts,1245,1381.0,1038.0,0.2666666666666666,0.0400173541091039
18,normal,Macrophages,266,4359.5,2346.0,0.9416175763806303,0.0799638280953603
18,normal,Other assigned,383,1254.0,960.0,0.4226542688081149,0.0599738670215656
18,normal,Other epithelial,858,1718.5,1234.0,0.2752293577981651,1.1102230246251563e-16
18,normal,Other myeloid,80,1376.5,1026.0,0.9911886826298958,0.0200055959406836
18,normal,Unassigned,2598,1480.0,1111.5,0.5210639336556052,0.44002822782136763
19,AIS,AT2-like,1595,3292.0,1842.0,0.7853776952734542,1.1102230246251563e-16
19,AIS,Fibroblasts,1295,1860.0,1312.0,0.3474232773595831,0.0199893178304754
19,AIS,Macrophages,259,5138.0,2461.0,0.893330305095011,0.0799921760282535
19,AIS,Other assigned,1894,1456.0,1091.5,0.5451617653217407,0.0599607585467703
19,AIS,Other epithelial,1546,2479.0,1651.5,0.3821357252638534,1.1102230246251563e-16
19,AIS,Other myeloid,276,1632.5,1175.0,0.9983988454774618,2.220446049250313e-16
19,AIS,Unassigned,4234,1936.5,1370.5,0.8343876573959579,0.4197846566065816
19,LUAD,AT2-like,2247,3605.0,1980.0,0.6959822840873141,1.1102230246251563e-16
19,LUAD,Fibroblasts,1720,1895.0,1339.0,0.3858041918772652,0.0199950667925653
19,LUAD,Macrophages,372,7362.5,3308.5,0.6874325147664047,0.0999899077233558
19,LUAD,Other assigned,2431,1460.0,1099.0,0.5347593582887701,0.05996647882954
19,LUAD,Other epithelial,1848,2644.5,1736.0,0.4087750450605002,1.1102230246251563e-16
19,LUAD,Other myeloid,309,1547.0,1151.0,0.7889546351084813,2.220446049250313e-16
19,LUAD,Unassigned,8070,2405.5,1648.5,0.6669632265717675,0.44002654247591433
19,normal,AT2-like,604,4460.0,2283.0,0.777180261573893,0.0
19,normal,Fibroblasts,519,2473.0,1624.0,0.2218524681087077,1.1102230246251563e-16
19,normal,Macrophages,161,14457.0,4678.0,1.1100199386959495,0.0600002158592432
19,normal,Other assigned,967,1737.0,1245.0,0.3475670307845084,0.0400021890166037
19,normal,Other epithelial,374,3630.0,2166.5,0.3314419719830159,0.0
19,normal,Other myeloid,125,1785.0,1197.0,0.6605691056910569,1.1102230246251563e-16
19,normal,Unassigned,1261,1919.0,1359.0,0.4846526655896607,0.3998565951027562
20,AAH,AT2-like,1254,3055.0,1811.0,0.5143016404985798,1.1102230246251563e-16
20,AAH,Fibroblasts,1096,2050.5,1413.5,0.25437225053523316,3.3306690738754696e-16
20,AAH,Macrophages,240,8066.0,3248.5,0.674471940816826,0.0599980579194337
20,AAH,Other assigned,2040,1458.5,1102.5,0.29189634319605773,0.039994130927184054
20,AAH,Other epithelial,964,2694.0,1739.5,0.3086843900095349,1.1102230246251563e-16
20,AAH,Other myeloid,290,1624.0,1163.5,0.44967207462220427,1.1102230246251563e-16
20,AAH,Unassigned,2894,1778.5,1299.0,0.4159858202664386,0.3999894168635123
20,LUAD,AT2-like,1034,2901.5,1707.0,0.4188571596502221,1.1102230246251563e-16
20,LUAD,Fibroblasts,1223,1878.0,1258.0,0.2239641657334826,0.0399892230238543
20,LUAD,Macrophages,172,4305.0,2317.5,0.4790907936163481,0.0800058924227891
20,LUAD,Other assigned,2142,1527.5,1044.0,0.29053584565043156,0.02000098985267375
20,LUAD,Other epithelial,722,2484.0,1643.5,0.23462844227037022,1.1102230246251563e-16
20,LUAD,Other myeloid,207,1408.0,999.0,0.2991026919242273,1.1102230246251563e-16
20,LUAD,Unassigned,4343,1760.0,1230.0,0.3913894324853229,0.4200272059558985
20,normal,AT2-like,192,2289.5,1379.5,0.3907944839425651,0.0
20,normal,Fibroblasts,168,1890.5,1343.0,0.08899097498868555,0.01998846369053915
20,normal,Macrophages,32,5001.0,2498.5,0.6211258262997781,0.0999730745044228
20,normal,Other assigned,412,1293.0,987.0,0.09803959261665746,0.020012193133230702
20,normal,Other epithelial,113,2590.0,1696.0,0.1161440185830429,1.1102230246251563e-16
20,normal,Other myeloid,45,1476.0,1102.0,0.2271866717152593,2.220446049250313e-16
20,normal,Unassigned,454,1511.0,1134.0,0.2624671916010498,0.400026734811995
21,AIS,AT2-like,2825,3197.0,1859.0,0.7547497180532663,1.1102230246251563e-16
21,AIS,Fibroblasts,1787,2199.0,1495.0,0.2073255010366275,2.220446049250313e-16
21,AIS,Macrophages,893,12101.0,4316.0,0.7386497294754175,0.0999953273020827
21,AIS,Other assigned,4081,1649.0,1186.0,0.3421727972626176,0.0199961326635977
21,AIS,Other epithelial,1262,3349.5,2047.5,0.2803934930260005,1.1102230246251563e-16
21,AIS,Other myeloid,667,1887.0,1287.0,0.6022447303586094,1.1102230246251563e-16
21,AIS,Unassigned,4746,2075.0,1414.5,0.5598243958075236,0.38005679606517684
21,LUAD,AT2-like,195,2227.0,1349.0,0.391717963066592,0.0199927465975303
21,LUAD,Fibroblasts,163,2042.0,1245.0,0.1771479185119575,0.1196757583268889
21,LUAD,Macrophages,57,3573.0,1898.0,0.4002851346164391,0.1200294859721866
21,LUAD,Other assigned,619,1667.0,1051.0,0.3503684909991543,3.3306690738754696e-16
21,LUAD,Other epithelial,251,5456.0,2964.0,0.7684541171191385,0.059996647731764
21,LUAD,Other myeloid,58,1391.5,1025.0,0.3586890998129809,0.0
21,LUAD,Unassigned,1319,2079.0,1366.0,0.4768717215069146,0.4199947687890163
21,normal,AT2-like,337,2807.0,1683.0,0.5001923816852636,0.0200011831763345
21,normal,Fibroblasts,322,1963.5,1308.5,0.16284521461801535,0.04000203589372915
21,normal,Macrophages,111,6085.0,3048.0,0.6030701754385965,0.1000007651432766
21,normal,Other assigned,879,1532.0,1060.0,0.3381234150464919,0.0199694874073109
21,normal,Other epithelial,178,2788.0,1799.5,0.2205071664829107,2.220446049250313e-16
21,normal,Other myeloid,178,1471.0,1041.0,0.37379215110500924,1.1102230246251563e-16
21,normal,Unassigned,1669,1805.0,1228.0,0.3050108932461873,0.419986500797923
22,AAH,AT2-like,550,3151.5,1734.0,0.7965898223696258,0.0
22,AAH,Fibroblasts,594,1695.5,1199.0,0.1930041692625611,2.220446049250313e-16
22,AAH,Macrophages,384,10211.0,3918.5,0.7585476423315356,0.05996653672501485
22,AAH,Other assigned,540,1442.0,1076.5,0.45141318789058715,0.01999600532727985
22,AAH,Other epithelial,330,2219.0,1494.0,0.31746531659921573,1.1102230246251563e-16
22,AAH,Other myeloid,104,1278.5,974.5,1.0605715035150576,0.0
22,AAH,Unassigned,876,1825.0,1291.5,0.750683427876997,0.3999215593169776
22,AIS,AT2-like,795,3318.0,1784.0,1.2753433616742968,1.1102230246251563e-16
22,AIS,Fibroblasts,648,2102.0,1382.0,0.2777006601270899,1.1102230246251563e-16
22,AIS,Macrophages,413,9982.0,3852.0,0.9872635466124048,0.0799470470749371
22,AIS,Other assigned,865,1595.0,1162.0,0.5041246562786434,0.0199965042892815
22,AIS,Other epithelial,337,2634.0,1697.0,0.4580152671755725,1.1102230246251563e-16
22,AIS,Other myeloid,147,1511.0,1094.0,1.121404193076548,1.1102230246251563e-16
22,AIS,Unassigned,1256,2127.0,1454.0,0.7916161959268778,0.3999163672972612
22,LUAD,AT2-like,1113,4134.0,2129.0,0.8427876823338736,1.1102230246251563e-16
22,LUAD,Fibroblasts,822,1952.0,1333.0,0.241429317516274,2.220446049250313e-16
22,LUAD,Macrophages,382,10676.0,4081.0,0.7752974339841645,0.0799670560433075
22,LUAD,Other assigned,1114,1499.0,1080.5,0.45006588662998415,0.02996224927741935
22,LUAD,Other epithelial,545,2704.0,1733.0,0.3787878787878788,1.1102230246251563e-16
22,LUAD,Other myeloid,181,1449.0,1050.0,0.9723261032161556,1.1102230246251563e-16
22,LUAD,Unassigned,2039,1941.0,1335.0,0.7195369935867355,0.4000070706315489
22,normal,AT2-like,428,3340.5,1851.0,0.6255604111843006,5.5511151231257815e-17
22,normal,Fibroblasts,434,1942.5,1340.0,0.24049060121204405,1.1102230246251563e-16
22,normal,Macrophages,224,9946.5,3919.5,0.6559938524590163,0.07991467344182165
22,normal,Other assigned,394,1472.5,1101.5,0.4824128549638345,0.03997966606792575
22,normal,Other epithelial,254,2445.5,1634.5,0.28142613883865514,1.1102230246251563e-16
22,normal,Other myeloid,73,1442.0,1077.0,0.96,2.220446049250313e-16
22,normal,Unassigned,602,1842.0,1327.5,0.6926296880031182,0.38004240253566485
23,AIS,AT2-like,6561,3273.0,1885.0,0.4856182293612252,1.1102230246251563e-16
23,AIS,Fibroblasts,6270,2197.0,1482.5,0.2456097298492041,3.3306690738754696e-16
23,AIS,Macrophages,635,3478.0,1974.0,0.8260162601626017,0.1399641898255907
23,AIS,Other assigned,6483,1523.0,1147.0,0.3946070371588293,0.0599993477366246
23,AIS,Other epithelial,5772,3108.0,1932.0,0.26380874583625846,1.1102230246251563e-16
23,AIS,Other myeloid,798,1488.5,1086.0,0.6381282025179003,1.1102230246251563e-16
23,AIS,Unassigned,19558,1977.0,1385.0,0.495049504950495,0.42001554994200807
23,LUAD,AT2-like,3225,3261.0,1912.0,0.481476528019259,1.1102230246251563e-16
23,LUAD,Fibroblasts,3736,2098.0,1435.0,0.2395209580838323,0.0199884025554648
23,LUAD,Macrophages,270,3361.5,1950.0,0.7430031185720921,0.13998145667889544
23,LUAD,Other assigned,3351,1460.0,1132.0,0.4035512510088781,0.0599948243295709
23,LUAD,Other epithelial,2069,2958.0,1893.0,0.2674690738883317,1.1102230246251563e-16
23,LUAD,Other myeloid,429,1450.0,1062.0,0.644122383252818,1.1102230246251563e-16
23,LUAD,Unassigned,12783,2125.0,1477.0,0.4758667573079537,0.4400166226704388
23,normal,AT2-like,1005,3296.0,1940.0,0.4927456884752258,1.1102230246251563e-16
23,normal,Fibroblasts,831,2276.0,1544.0,0.2794076557697681,3.3306690738754696e-16
23,normal,Macrophages,49,2889.0,1588.0,0.8363201911589009,0.1400040696298814
23,normal,Other assigned,994,1494.5,1133.0,0.37174949519765976,0.0600066908559288
23,normal,Other epithelial,840,3095.0,1986.5,0.2902714614625794,2.220446049250313e-16
23,normal,Other myeloid,94,1634.0,1196.0,0.7728716670780157,2.220446049250313e-16
23,normal,Unassigned,2530,2033.0,1426.0,0.5775875421477166,0.41999540658717927
24,AAH,AT2-like,2100,10154.0,3629.0,1.6118439737460757,0.01999582995118525
24,AAH,Fibroblasts,645,4381.0,2067.0,0.9,0.0399821068781786
24,AAH,Macrophages,128,3908.0,2087.5,1.4924975840658292,0.15997430976919674
24,AAH,Other assigned,2064,2789.0,1642.0,1.1365517187959024,0.0399957818302072
24,AAH,Other epithelial,486,6029.0,2840.5,0.9493903691274197,2.220446049250313e-16
24,AAH,Other myeloid,207,4311.0,2347.0,2.016875900391027,2.220446049250313e-16
24,AAH,Unassigned,3522,2986.0,1729.0,1.5536499763618812,0.4000197729287327
24,LUAD,AT2-like,7400,7339.5,3381.0,2.6365044993577227,0.0199999002357222
24,LUAD,Fibroblasts,2534,5162.5,2535.5,1.7054280940517936,0.1199405530168933
24,LUAD,Macrophages,941,7688.0,3215.0,2.2020725388601035,0.1399604037971242
24,LUAD,Other assigned,10568,3462.0,1922.0,2.13821888649726,0.0399944268945571
24,LUAD,Other epithelial,668,8276.0,3737.0,1.352120935416874,0.02000009369978635
24,LUAD,Other myeloid,550,5939.5,2957.5,1.9860953737387206,0.019985314926687148
24,LUAD,Unassigned,31261,4491.0,2451.0,2.2700587084148727,0.4399817556620582
24,normal,AT2-like,1718,10186.0,3666.0,1.0836628967875195,0.01999962204544035
24,normal,Fibroblasts,515,3863.0,2026.0,0.7718696397941681,0.0400647029658176
24,normal,Macrophages,64,3305.5,1626.5,1.0773720825236182,0.15985243276831956
24,normal,Other assigned,1751,2559.0,1548.0,0.8586525759577279,0.0399903913469492
24,normal,Other epithelial,542,6021.0,2893.5,0.7390605644648298,2.220446049250313e-16
24,normal,Other myeloid,179,3922.0,2271.0,1.5384615384615383,3.3306690738754696e-16
24,normal,Unassigned,3118,2892.5,1732.0,1.0790075670580772,0.4199988108590189
25,AAH,AT2-like,428,3118.5,1674.0,1.0001181850249816,1.1102230246251563e-16
25,AAH,Fibroblasts,448,1632.0,1001.0,0.2981740589680043,0.02000779312198435
25,AAH,Macrophages,59,2971.0,1697.0,0.7859454461396209,0.1199979985414193
25,AAH,Other assigned,386,1427.0,940.5,0.45224806630565423,0.0199970252495918
25,AAH,Other epithelial,324,1861.5,1237.0,0.5454588640034403,1.1102230246251563e-16
25,AAH,Other myeloid,64,1576.5,1083.0,0.8942063812870069,4.996003610813204e-16
25,AAH,Unassigned,1022,1711.5,1145.5,0.8297821961186376,0.4200164806888468
25,LUAD,AT2-like,367,2491.0,1473.0,2.9561897998135738,0.0200323823922845
25,LUAD,Fibroblasts,1225,2315.0,1298.0,1.0551948051948052,0.0800006155042598
25,LUAD,Macrophages,211,2680.0,1536.0,1.8030513176144245,0.1399951721035266
25,LUAD,Other assigned,5119,3675.0,1112.0,0.997697620874904,2.220446049250313e-16
25,LUAD,Other epithelial,336,2891.0,1752.0,1.4712671383374467,0.01999679270071775
25,LUAD,Other myeloid,86,1876.5,1207.5,1.5550484344848226,2.220446049250313e-16
25,LUAD,Unassigned,8413,2395.0,1535.0,2.345196461633409,0.4800836463834931
25,normal,AT2-like,1259,4051.0,1935.0,0.6838506049447659,1.1102230246251563e-16
25,normal,Fibroblasts,1219,1762.0,1078.0,0.2507522567703109,0.0799797421065989
25,normal,Macrophages,115,3564.0,1947.0,0.6584267067113319,0.1399815958070543
25,normal,Other assigned,1496,1535.5,943.5,0.3710001634488276,0.0200011712703149
25,normal,Other epithelial,1280,2556.0,1591.5,0.4811315380421072,0.019990770052309953
25,normal,Other myeloid,226,1627.5,1071.5,0.6458744681442754,2.220446049250313e-16
25,normal,Unassigned,5423,1817.0,1175.0,0.5148741418764302,0.4399831919888041
