config,cell_floor,prior_count,view,resource,family,ligand,receptor,source,source_label,target,target_label,case,reference,biological_role,patient,case_score,reference_score,paired_difference,ligand_difference,receptor_difference
unc20_pooled,50,1.0,broad,consensus,core,TGFB1,TGFBR1_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,LUAD,normal,resource_RNA_compatibility_only,22,7.05114231770928,6.970204316492374,0.0809380012169054,-0.0276985000369194,0.1895745024707302
unc20_pooled,50,1.0,broad,consensus,core,TGFB1,TGFBR1_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,LUAD,normal,resource_RNA_compatibility_only,24,7.03910131953665,7.10985149333572,-0.0707501737990696,-0.3629491381895899,0.2214487905914497
unc20_pooled,50,1.0,broad,consensus,core,TGFB1,TGFBR1_TGFBR2,macrophages,__broad__,fibroblasts,__broad__,LUAD,normal,resource_RNA_compatibility_only,25,6.864263106493545,6.804340226137445,0.0599228803561002,-0.4803355342995905,0.6001812950117902
unc20_pooled,50,1.0,broad,consensus,exploratory,CCL2,CCR2,fibroblasts,__broad__,macrophages,__broad__,LUAD,normal,resource_RNA_compatibility_only,4,5.019577021002335,5.34144231325829,-0.3218652922559553,-0.7140996955741503,0.0703691110622402
unc20_pooled,50,1.0,broad,consensus,exploratory,CCL2,CCR2,fibroblasts,__broad__,macrophages,__broad__,LUAD,normal,resource_RNA_compatibility_only,5,5.88733037553159,4.83891667941581,1.0484136961157802,-0.88191369418867,2.978741086420229
unc20_pooled,50,1.0,broad,consensus,exploratory,CCL2,CCR2,fibroblasts,__broad__,macrophages,__broad__,LUAD,normal,resource_RNA_compatibility_only,6,3.605494975088324,2.781312220169755,0.824182754918569,-0.6244625573115199,2.272828067148658
unc20_pooled,50,1.0,broad,consensus,exploratory,CCL2,CCR2,fibroblasts,__broad__,macrophages,__broad__,LUAD,normal,resource_RNA_compatibility_only,7,4.083795951988395,3.4659703969331552,0.6178255550552398,1.1776614789567104,0.0579896311537699
unc20_pooled,50,1.0,broad,consensus,exploratory,CCL2,CCR2,fibroblasts,__broad__,macrophages,__broad__,LUAD,normal,resource_RNA_compatibility_only,14,4.725225460753185,2.603015328181815,2.12221013257137,3.97330456234402,0.2711157027987196
unc20_pooled,50,1.0,broad,consensus,exploratory,CCL2,CCR2,fibroblasts,__broad__,macrophages,__broad__,LUAD,normal,resource_RNA_compatibility_only,17,6.011382415574345,4.890618261668785,1.1207641539055595,0.6176549015477306,1.6238734062633895
unc20_pooled,50,1.0,broad,consensus,exploratory,CCL2,CCR2,fibroblasts,__broad__,macrophages,__broad__,LUAD,normal,resource_RNA_compatibility_only,18,5.798833366943235,4.37973022270064,1.4191031442425954,2.555696456650101,0.2825098318350899
unc20_pooled,50,1.0,broad,consensus,exploratory,CCL2,CCR2,fibroblasts,__broad__,macrophages,__broad__,LUAD,normal,resource_RNA_compatibility_only,19,5.09547504192781,3.616685363434418,1.478789678493392,0.2838319908608202,2.673747366125964
unc20_pooled,50,1.0,broad,consensus,exploratory,CCL2,CCR2,fibroblasts,__broad__,macrophages,__broad__,LUAD,normal,resource_RNA_compatibility_only,21,4.98705279888755,5.343289187526575,-0.3562363886390249,-0.6915118964285796,-0.0209608808494699
unc20_pooled,50,1.0,broad,consensus,exploratory,CCL2,CCR2,fibroblasts,__broad__,macrophages,__broad__,LUAD,normal,resource_RNA_compatibility_only,22,3.669539625528599,3.649770048354695,0.0197695771739034,1.71618393039999,-1.6766447760521828
unc20_pooled,50,1.0,broad,consensus,exploratory,CCL2,CCR2,fibroblasts,__broad__,macrophages,__broad__,LUAD,normal,resource_RNA_compatibility_only,24,6.112038934101035,6.525106805031005,-0.4130678709299697,-3.021508850235879,2.19537310837594
unc20_pooled,50,1.0,broad,consensus,exploratory,CCL2,CCR2,fibroblasts,__broad__,macrophages,__broad__,LUAD,normal,resource_RNA_compatibility_only,25,6.354604858648111,7.46513805219712,-1.110533193549009,-2.12001166457838,-0.1010547225196392
