gene,input_variance,PC1_loading,PC2_loading
TRGJP2,1.6233526599673729,0.008516136440570508,0.0010149981094386908
FAM30A,1.62170428057924,0.020333535319119325,-0.015178770627646661
GZMA,1.6213417166288806,0.034148182590932975,-0.037541918889310105
KLK10,1.6206783303378545,0.01623217116410562,0.0011605628894812653
G0S2,1.6183654300877386,-0.003012706385145998,0.00938979338783154
MAP1B,1.6177689753609177,0.0363532324101498,-0.00019129209088941012
ARG2,1.6174777854097055,-0.004263879110808011,0.023310783239915457
EEF1A2,1.6173177405995989,0.02752871334997597,0.031055869616148882
VCAM1,1.617027173062152,0.03426968465111114,0.0029438559267880443
CPA6,1.6160833680023747,0.012939932808726358,0.030937691339772574
LRRC4,1.6138402729249512,-0.017404862374337023,0.028040243033850207
CLEC2B,1.613531510186155,0.035309852288643674,-0.006109781224650317
ALDH1A3,1.6112182748312165,0.013590426915334602,0.036102568209872433
KCNA3,1.61033540108008,0.020362887657307902,0.026580951693677697
C12orf75,1.6101546657437773,0.03230220624464838,0.003962737909177001
PLAAT4,1.609872294506059,0.03231782379516773,-0.034685239009034995
ALOX5AP,1.6076018272097026,0.03296089627574926,-0.025044696947446567
PRG4,1.6073403485625921,0.005447436549712597,-0.009552254354765404
FABP5,1.6038894112564785,0.001895189236487191,-0.056155513834651366
CCNB1,1.603592031815527,0.03793474740011576,-0.012770526730024219
WFDC12,1.603576700541207,-0.0034895455378086545,-0.032388421258615845
CAPN9,1.6035380565973156,0.015169192732900098,0.01769727571653456
ZNF154,1.6016506723546649,0.007851600194456318,0.0007567491851329263
FRMD5,1.6007752830060646,0.0323811351755501,0.016311744829508926
BHLHE41,1.597530115075015,0.029418466868456953,-0.022413452758673843
TSPAN11,1.5960699956001647,0.019636332441309683,0.02561728134188641
DKK1,1.595538186511228,0.007507673214415244,0.020619212193828763
TK1,1.5955355735654881,0.03252993452068618,0.005218685218050629
ITM2C,1.5947342634491366,0.03667886565522417,-0.01763565764593401
KIAA1324,1.5921053191505925,0.01858192099650127,-0.009638946356731343
FCGR3A,1.591360834570767,0.026872212267807265,-0.04366223000614674
CXCR4,1.5853018030684312,0.03524019550847261,0.00038838067618356294
HRH1,1.5850216017892336,0.026402041786942818,0.028495117719952393
INHBB,1.5846455978152332,0.021316911547301053,0.005275491943656255
CAMK1D,1.5818251995316421,0.013157285856174478,-0.005419633058249207
ITPRID1,1.5798427269776787,0.0017755798099270525,0.027423961120852887
NR4A3,1.5794988806829295,-0.010861056819104122,0.02501378070568317
ANKRD22,1.5789341995443775,0.025028990106171337,0.0236453137806347
CPVL,1.5771385897936436,0.02642874958847745,-0.01863662550194218
GBP4,1.5761297347593322,0.028057185571126828,-0.03425440836463284
DNAH8,1.5744006006349316,0.009664640174881148,0.0031412956965841342
ADM,1.5741743741229133,0.019385027174272637,0.009785595974393864
GRIK2,1.5722004557271636,0.014127527547644833,0.027922828503179172
OAS3,1.5712564534114737,0.035745031483505954,0.009246751935002592
SLCO1A2,1.5707315040905028,-0.016597309629541337,-0.018562202363657056
TMEM176A,1.564955300459575,0.03420957682828056,-0.017801833646338944
DERL3,1.564100645309869,0.032998171952796,0.008701993589047531
CENPF,1.562710108236216,0.03813745272022091,0.003907757556357707
NKG7,1.5623390241119264,0.023140264473238786,-0.041225569499421987
RRM2,1.5611838709084633,0.028689718431959253,0.016004368851214167
METTL7B,1.5581340209874877,0.02794418672507933,-0.0067624075389116495
PITX1,1.556473345794254,0.03341605019428915,0.022925908895759295
CHI3L2,1.5559457840633697,-0.010965300783392638,-0.012815484203723141
TMEM130,1.5555392015285756,0.02608632059836919,0.008457202171692246
GGH,1.5535564246648994,0.03631947002247436,-0.008956347290001242
LSP1,1.550611074688524,0.03604364523517305,-0.03337118174969153
DES,1.5499433114433852,-0.0006864676064183043,-0.027320384839803646
PLAC8,1.549304129838278,0.01655620714947608,-0.02820231420757943
HIST1H1D,1.549253013062498,0.03334504248716646,-0.00963463817681531
ATP5PO,1.547208680528317,-0.0004519096791195259,-0.0012613731423589873
SNCG,1.5464043560476581,0.025913951434485386,0.009484866772075216
SOX9,1.5455859774153513,0.02201299364310143,0.024212094369792093
EPHB2,1.5452508667439466,0.037416050957091315,0.003997842599631598
LYPD1,1.5444555544323484,0.03034949349945407,0.02989599318630326
LY6D,1.5441662711316901,0.01517890708194542,0.03356967872767917
HPR,1.5440097865191305,0.003028144463593508,0.008897176217441478
TM4SF4,1.5432694454632434,0.005160837907539843,0.02813697532822864
ITGB2,1.542877975741417,0.03870486725794496,-0.028233436254601105
PI3,1.5428752969929505,0.01007728209838452,-0.012244238818425762
C2CD6,1.5410167078581667,0.014409728185267935,0.012580639751383772
KDELR3,1.5398408039671987,0.03955461910363633,0.009520002443660667
PODNL1,1.539696946342114,0.030459114341831475,0.015187561709145026
FCER1A,1.538940942788592,0.01705485640265923,-0.014901723271626536
LGALS9,1.5375269964455334,0.04165384077821498,0.005011070189891828
MS4A7,1.5371548315355088,0.017717314174299288,-0.01431267439185767
PRB1,1.5314615156862803,0.0016799471438974603,0.003666058699389116
MYO1G,1.5267081105940508,0.018004493923856384,0.033110529112828115
SLFN13,1.5241584477796732,0.03621881082385051,0.002479030371696696
PLA2G12B,1.520980880469581,0.017332102385851495,-0.03741205402899719
CD52,1.520275252174534,0.03141400048013437,-0.03732960932096791
SLC47A1,1.520181092201072,0.021889665062082536,0.012960771596536391
BCL11A,1.5198224468525876,-0.012676564641444753,-0.00246143407196299
IL13RA2,1.5196963736047586,0.002197706039361626,0.0372487418475871
BMP6,1.512545482778491,-0.013793986503809216,0.0375498560718709
GSTM3,1.5112626969916014,0.02619717485559426,-0.016496591301495767
MAPK4,1.5105655059401157,-0.002799981301328546,-0.004086026345723669
ADH1B,1.507076156867618,0.0070943729694339505,-0.05280838397179375
NR4A2,1.5055123450702936,-0.01819632023327709,-0.005344196520938459
PODXL2,1.5043612847881171,0.02909618824047157,-0.0007941185833592522
CARD11,1.5029134521935035,0.03785699084894151,0.002109123276650228
POSTN,1.5019384318044953,0.022682643267802952,-0.02297592276930932
MCOLN3,1.501354152579262,0.011149254857099672,-0.018206177365561273
NFE2L3,1.4984898702674765,0.037626152960872836,-0.006927860675579882
PAPPA,1.4967085045809356,0.028576781515161156,0.011439399033533242
PLA1A,1.494816432023486,0.0211123369063943,-0.020395906834928684
NRK,1.4947013228114074,0.022651624778236807,0.023087957474403634
C9orf135,1.4942882745482131,0.023725859027287504,0.013320156280063637
HOXD4,1.4936024300647666,0.022570524323662956,0.01148709429717395
CXCL13,1.4935095343327944,0.03463222803853283,0.0016225265190199074
IQGAP3,1.4902540714316768,0.03199249704812979,0.0048251755771320185
CEP55,1.490008514193783,0.027746167504537744,0.012916740348486104
CYBB,1.4895728286586427,0.03199373238910599,-0.03639420993412643
CTSG,1.4863516236138963,0.016564203855261837,-0.020847330595674573
SMIM3,1.4862108213701686,0.027443426990423077,0.019425995540381887
ADAM28,1.4860517074164032,0.029986786407201742,0.01820875099889857
SPEG,1.479291394612836,0.020752157212236173,0.025648817489909773
ICAM1,1.4769864157791657,-0.010847234876491656,0.04599719209540296
TM4SF1,1.4756831171168598,0.0015838561913209198,0.05683793703228599
ADM2,1.4752587663783172,0.03288516443318504,0.010890289805648896
THY1,1.4744791552306011,0.03477817212336131,0.0011470918493244613
NOTUM,1.474429331055438,-0.022999673237946893,-0.025663548077901926
LAMB1,1.4739820404272101,0.02650964784820882,-0.02482014516622588
BATF,1.473908561295226,0.001120921898357927,0.04457909465265595
TNFRSF9,1.469038465146003,0.009260999087573904,0.024358133159060307
HOXB3,1.469033541684633,0.02300148809048023,-0.005992271889454022
GATM,1.4676644664334462,0.021637175820168518,-0.01072786691153219
KPNA7,1.4676547821237405,0.002861484659534209,0.039280209192060336
FABP4,1.466705336616299,0.004983373685726268,-0.030539793653575925
ATP6V0A4,1.4665978042019063,-0.004465017697692928,-0.017241121819073148
EGLN3,1.4662326817231517,0.031115646894662213,0.009510358804375727
CHRDL2,1.4657004980955626,-0.007561912470801819,0.027059775075714644
BMP1,1.46469389590208,-0.025820814195563375,-0.027685616429655495
MTHFD1L,1.4639979770410447,0.017476708908061207,0.04993124849131165
ABCA12,1.4603681318277393,0.02973200318735313,0.014656233098362469
CD8A,1.4597426794538493,0.03345695537698112,-0.015977196189526144
PHACTR3,1.458423825379269,0.025911546025501202,0.0033283612498576235
HIST1H1A,1.4565461243197577,0.029706601040691918,0.003930978026570337
GPR183,1.4555280914219126,0.02833564368731717,0.0013580730728954876
HNF4G,1.4537558412377352,0.027881895453218723,0.02006554667981804
SLC16A7,1.4536718382961944,0.02919926818848101,0.027579039809546287
SLC28A3,1.4535265601614806,0.01186425616009834,0.017314883253619486
HMMR,1.4525115675499678,0.026242378137177048,-0.0037174609373640285
GJB2,1.4521705464496502,0.028767367948116768,0.014303335896912177
BASP1,1.4494104154659486,0.029065066528596632,0.020831190469372388
BACE2,1.4464814441302358,0.007791947492282262,0.027191426247646977
FOXM1,1.4453269189577114,0.029672930586981224,0.002635014893902803
SIRPA,1.4450194402902754,0.027927317447276015,-0.0331773390649577
ST6GALNAC1,1.444954542995174,0.01839206581648991,0.011129062657611651
FOXC1,1.4438101411667394,0.028013347646896482,0.023109915396708064
C4BPB,1.443759765269182,0.010158416821521604,0.019938551396166366
CYP4F11,1.4426341349052532,0.007717083328021861,-0.024769467654486108
PRMT8,1.4385645857635576,-0.004234355151017374,0.03564111606884299
SLC26A4,1.4379006763406994,0.01111763521792598,0.02875664821774534
KCTD19,1.4375370373571348,-0.011425760265777263,-0.013675255198562409
LGALS1,1.4369334405848497,0.03296875088454548,-0.02895442745732286
TNNT2,1.4359994512487395,-0.018415676824757556,0.027818954227237225
RTN4RL2,1.434283030866325,0.01722937979473333,-0.018290414590682348
MCEMP1,1.4339697319943272,0.003401648008452997,-0.02192176971427067
TRGC2,1.4338221423783253,0.01192599156435791,0.007544252717005122
CA4,1.4318083767504641,0.002305951152247002,-0.04207108482111849
TRBC1,1.4310119895516296,0.03346837275130617,-0.01230316805801693
FCER1G,1.4309431571755575,0.03127715016352407,-0.01726234542596544
TMEM132B,1.429548605557063,-0.00834226493482359,-0.009885951490896175
ORM2,1.4285836852174851,0.009257605430116259,-0.01848642735654292
PPP1R14D,1.4261493634098548,0.02309971452645505,0.021156912709091005
CLDN3,1.4252694983974719,0.02776242985124616,-0.017757241677627555
ANKRD45,1.4239917849259436,0.022237037762840767,0.0053673594448850875
XDH,1.4233908853588375,0.01680380776077501,0.02235364755421523
MIF,1.42314869179224,0.030692191517414612,-0.03281985635834965
MALRD1,1.4227959707978928,0.0182939206786422,0.008778255796660231
CMYA5,1.4216131394499478,0.02252964501902454,0.023724671951663192
ANKRD1,1.421160722984239,-0.007552257354040305,-0.017444576197373413
MCUB,1.4195261220453441,0.04180717569658963,-0.005572326740785906
C1QL2,1.4185333047331714,0.01758221890531519,0.005889238168695228
RETREG1,1.416630869232053,0.02339058659621169,-0.021300867142193477
PSTPIP1,1.4162981955562537,0.0326023145120076,-0.003945003323897427
PLCB1,1.4161315542561288,0.014699895465626533,0.0029485879999535496
PDLIM3,1.4160258595806638,0.008175115703794658,0.011637075019412534
ASF1B,1.416005362328167,0.031243823313682625,-0.009250196940775815
FADS1,1.4142280929523894,0.01036800897063786,-0.03827768609123388
PRDM1,1.413928765704903,0.029542476468479233,0.01381063177563438
CCL14,1.412721058325455,0.00927416108087325,-0.03181091200445933
CEMIP,1.4096849025809142,0.014196925438984707,0.032944578412874376
CSPG5,1.408471987612183,0.031013969617290544,0.005313097955984886
KCNMA1,1.408368438642175,0.011545809911882374,-0.0031553563669155186
DDX43,1.4082990086972145,-0.005249665837322492,-0.01882622502484921
ELOVL6,1.4076938797088274,0.022590299631333004,-0.018953070868029494
GASK1B,1.4063522442399816,0.023934705649857554,0.0017705781463179275
MSI1,1.4056464776409836,-0.019067536045335925,0.003928403519698776
SYT11,1.4050951777694334,0.01761849116831517,-0.026802016460299713
VSIG4,1.4042015675241013,0.020159916644448293,-0.036103705144611184
TRAF5,1.4035485364060107,0.03185862433229846,0.024451392175908866
KRT15,1.4027032202934797,0.013884789506784224,0.0210597091161948
CCL4,1.4023909489623982,0.029791627122766604,-0.009100052077869217
ZCCHC12,1.4006862832071707,0.0058104399038660035,0.007257860499995929
CHST3,1.4001494853784444,0.025169038413060105,0.00716589693110609
BATF3,1.3992091591035856,0.022516658348125967,0.0308379525292332
IFIT2,1.3992017565331916,0.02801297941936823,-0.02782865988650466
DNAJB13,1.3982906847173169,0.023082288498689294,0.02908047337475547
FAM107A,1.3976635095556673,0.0040002665497772035,-0.011286484209946487
LGALS4,1.3957579275431677,-0.006824083476129812,-0.02991584682983462
SYT16,1.3956969527510854,0.015578673568011958,0.02845432684092045
BEAN1,1.3951957327422049,0.02237525216373374,0.02708148581538529
LEMD1,1.3950069260450995,0.007898633049256514,0.04522427938323991
CDH3,1.3948765044613303,0.0309059866027592,0.035739734125034485
SLC1A1,1.39463915938598,0.012899012441691914,-0.005762099780425163
DNAH5,1.3943377921964784,0.016221907563079025,0.024220042947443496
ACKR2,1.3942410935581946,0.01396340566270269,-0.0010150485226130329
CYTIP,1.3937886139743805,0.030086327389769144,-0.0020272142990304595
C2CD4B,1.3932624402872333,0.020584141121114376,0.03497360774023962
APBA2,1.3930971083686534,0.017367618553602457,0.004575101618910751
HERC5,1.3919120284999376,0.029826022906896156,-0.010842719637330687
FSTL4,1.3908784706680268,-0.0045066403022521895,0.022770012192492764
TNFRSF10C,1.3883385582213734,0.026495311482162782,0.013458982907894273
SORCS1,1.3876677721936874,-0.0033839547268334482,-0.022225629516081417
EVI2A,1.387589635354585,0.03471799117384275,-0.02127950249958398
FAM83F,1.387358879725969,0.028127939235415473,0.008780854618400611
CACNB3,1.3867635737057726,0.024742448280397445,0.03549056706047363
GZMB,1.3852613361985209,0.014316826835921339,-0.02278479476771829
CRISPLD1,1.3851794386311618,0.02373477128243441,0.007382491461599994
IL7R,1.3834909413687155,0.0211611254482044,-0.030289024714635022
PRELP,1.383454908820204,0.009809370740535589,-0.045295988332317884
LRATD1,1.3832887563354455,0.018302500054242353,0.0029582535272336305
OLR1,1.38303186293057,0.017570000361230707,-0.0002621091734530148
SOX2,1.3828750003405426,0.021065079795148482,-0.005814208303216976
IL2RB,1.3826781562234631,0.03068986945648173,-0.01632739120032307
NABP1,1.3823218173778318,0.004874368653132856,0.05704706025493888
KLHDC8A,1.3815052915568449,0.0025010170232043997,0.039105862624992965
XAF1,1.3806155628613306,0.022928953288538344,-0.0013379259338885789
CDT1,1.3803552763760576,0.03115370725325531,0.0026744495505882874
GNG11,1.378933644642669,0.016542213206828815,-0.03194376790902523
MAATS1,1.3784858393817587,0.0019075789017800463,0.008262318204733759
PKIA,1.3777749798284262,0.01565776481386964,-0.018833973733676165
ICAM5,1.3767567247459838,-0.02158457447326613,0.03921837201996903
NCAPG,1.376524537449749,0.026301665911205196,0.009032283192556816
SLC30A8,1.3761526266792348,-0.005514849245749135,0.006298806592249351
VIL1,1.3726795636129612,0.017553681947067835,0.009670954636043446
CSF2RA,1.3724792598903819,0.025908691395139946,0.006081172169071776
TUBB,1.3714665458544268,0.03383014619333531,-0.02624768410342656
MYBPC2,1.370526390703392,0.0251084309859767,0.020872990166562407
HS3ST3B1,1.3704848018346956,0.020080234689953232,-0.008758227520607568
SLC22A18AS,1.370357282157937,0.025297827422678186,0.03341575068430361
PDE7B,1.3694938059828086,-0.0042284079782446155,0.007963869358660202
PTPRC,1.369023263608898,0.030856046174847496,-0.0034516103305410537
COL1A1,1.3683056805153024,0.028499724017396314,0.02346550993167019
ARHGAP42,1.3660753118014861,0.03469059509158882,0.0060709235568330135
FYB1,1.365555993110415,0.02931001302634501,-0.01634922738963601
CHRD,1.3637187989589947,0.01044063367623557,0.03610411376699653
ERICH4,1.3631340258601419,-0.024950151130751053,-0.014772925758076498
WDFY4,1.3622618330019653,0.01981447811296113,0.0054085581243482
CXCL2,1.361751384269182,-0.016663636324094174,0.031111949767484555
RNF150,1.3608315983240757,-0.017091915604194985,0.003530438425854861
CCDC198,1.3604232896538198,0.015106943102073526,0.011612189069207291
ZWINT,1.3601254094134747,0.028996928819221297,0.01321715580109161
RGS10,1.3585552366831393,0.03799304830133982,-0.009294547017246229
IGSF9B,1.3584235199482195,0.021408175187461964,0.026490177340864438
SYTL5,1.357216324682089,-0.008584564937198832,-0.027970087682504044
IL2RG,1.3568265531242945,0.03605292998648506,-0.017450019945486655
FKBP5,1.3525561795238028,0.012142014603187022,0.010216136507703276
ITIH2,1.3522893942535417,-0.00914269098428312,-0.013917041957015961
TUBB2B,1.3506026283296246,0.02408351853426592,0.0019165953761898775
TDRD9,1.3500726466752129,-0.0035847714192462975,-0.026718192888084805
JSRP1,1.3500135956283401,0.030019196308871753,0.011568485858119216
PCDHB2,1.3498453586044905,0.02051464797891156,0.002623673136929015
AFAP1L2,1.3498452266628225,0.03522004690589554,0.002191884226252863
CDR2L,1.3496138951801755,0.026967441694940787,0.01606747818073748
SLC10A2,1.348885970593758,0.013260512808795472,-0.0073577766588290155
RHOH,1.34628501744006,0.03384436173215943,-0.007255705836032941
BRDT,1.3445898397367706,0.01550118367573526,0.02163659286422637
AIM2,1.3444672240745295,0.03485831796924571,0.01784324229719205
SYT13,1.344341153679707,0.021001279187868795,0.01224759634524411
MND1,1.3436445583349976,0.015053973748792342,0.03569200954527224
CD96,1.3433727016103176,0.029882393665453397,-0.01188274710148699
PSORS1C1,1.34325832524721,0.011978995687724066,-0.020242874243692647
SLC5A8,1.343202484212072,0.009099587250643588,0.009899632193402827
NHLH2,1.3425738543348136,-0.006853513927044139,-0.009722594898717105
PREX2,1.341256178446079,-0.020452216537715322,-0.00876893466780818
SLAMF8,1.3390208007384519,0.031980144087748144,-0.014427634392340528
DDIT4,1.3389703452111423,0.03643576216730272,0.0007400698237164985
GFPT2,1.3389339205218986,0.0022482936663173496,0.02621720927087463
CPB2,1.3377366761527298,-0.017339028222927978,-0.03667734536392012
DNAJC22,1.3370439672935555,0.028313710287765435,0.01724601742347867
SPSB1,1.3367169250622037,0.01363572428469471,0.04990080968083002
NPW,1.3365942217866418,0.010950112999607527,0.02910979285979269
VAV1,1.336529473620323,0.032371963651587954,0.008120464136723848
MAK,1.3361254249630972,-0.014025672505669978,0.031322956318263
GBP1,1.3358384325780934,0.03344048527427758,-0.0040494408763821245
C11orf91,1.3349214930608497,-0.028767004165107,-0.004182999749046705
ZMYND10,1.3338254880081486,-0.0303067879432144,0.009516997313136199
KCNS1,1.333433367442094,-0.005795015030188782,-0.03605187974687651
GJB1,1.3333431951652996,0.020593226592034428,-0.02857864132694175
HPGD,1.3321109130379816,0.0252718347099583,-0.009738071763852918
CCDC34,1.3316307137325871,0.032787199378109706,0.017502811668113804
MMP2,1.3310875217520737,0.030539939675648595,-0.032980789276322406
PALM3,1.3295078931180062,-0.004538763986157502,-0.004226743386830766
PDPN,1.3294263183243047,0.015822791301221623,-0.020982667584228322
BRSK1,1.3284777572077,0.020962930235094365,0.024769310110831912
CD84,1.3280721361265926,0.027902152716184004,-0.007782099444332419
ERAP2,1.3278101479494593,0.02309117439421948,-0.015352607325113697
CA12,1.3275204017878601,-0.023990696135546913,-0.007109353450196999
PROC,1.3270952980755792,0.008153986759296763,0.01684705609014628
SPIB,1.3267937221336041,0.030205683914960937,-0.0004342138090367427
CFAP157,1.3258675923262486,-0.017730243769445854,0.0049255816262854255
COX7A1,1.3240306577290255,0.009815539357010775,-0.028410550585241664
COTL1,1.3237876997628464,0.040340514563218265,-0.015970659886749897
NIM1K,1.3235702385159145,-0.01200125312964275,-0.031598302070486146
PLA2G1B,1.3235486533693532,-0.005539332405953075,-0.037435883258011726
STAT4,1.3233524449898344,-0.014676900723041248,0.03993652968920919
GCNT1,1.3223341307770244,0.029321650450498973,0.010707898747222012
LAIR1,1.3222925422730476,0.0307546805362382,-0.030728170263945278
BICD1,1.3208088483985623,0.010714201927187344,0.03280805890228394
TNFAIP3,1.3207793353401958,-0.007381975810625743,0.029378628138030355
CPE,1.3198245768516585,0.02488910370880553,0.006600597149991721
MT-ATP6,1.3197755043708037,0.01784998356294487,-0.02632129910380958
HCK,1.319291870654301,0.027370796979748608,-0.01506728740922183
GADD45A,1.319271967676157,0.02018877265646555,0.038009310813005855
VANGL2,1.3183993656756174,0.015251787026588939,0.015442979192955902
HJURP,1.3176945792029708,0.02692125010665126,-0.00249541473652318
SAMSN1,1.3176568049198965,0.0293942834820297,0.0052388594835629364
KHDRBS3,1.3176275077712567,0.023674480579366622,0.020619685167423827
CD5,1.317574150598895,0.03031501237236474,-0.010937040392605709
GIMAP4,1.3172586114966327,0.018807675426442603,-0.046148311489577466
GIMAP8,1.3159404311935101,0.006163555583880154,-0.05321369124969346
CD6,1.314271883812081,0.029145998787231182,-0.014253800965291519
HSD17B2,1.3125382759474393,0.017085335485937332,-0.003292068979858722
S1PR3,1.3124252844305355,0.010702801910621083,-0.01115789036053492
LTK,1.311935089448978,0.024891803854054807,0.009846312428794895
CD69,1.3117708196228264,0.02377795656796832,-0.00451026863387457
SRD5A1,1.3113887801778241,0.03064450369087822,-0.02050912256454147
ATP6V1C2,1.3111455009421777,0.009283489173050757,0.005391907608735294
SERTAD4,1.311126547989814,0.03506593209813941,0.003507435958636985
FUT6,1.3108974264041384,0.0008999104112705906,-0.0063594981608405075
SRPX2,1.3108842394348839,0.02634720977884068,0.01252564462392251
TM4SF18,1.310525515979087,0.009851475607272743,0.022999950035776068
SLC17A9,1.3096073212197805,0.014765393719447805,0.03112646242778198
LOXL4,1.3092926527214093,0.02637321467138143,-0.0037989429105772625
APOBEC3G,1.309219735943342,0.03237159599999518,-0.0057035907148297186
IL1RN,1.3063697907793155,0.02169644206728514,-0.0030432289050276915
IGFBPL1,1.3046167669226776,0.021325220834989556,0.009949423617663622
LOX,1.3030671281341477,0.024172054452599512,0.007969229969419973
HIST1H4C,1.3019355833898436,0.018613607876412353,-0.04356054548612534
RAB3A,1.3016994600041094,0.006219516009572109,-0.009012927082553851
SNX9,1.3013418855491012,0.030552277075952875,0.03027573196910729
SLC3A1,1.301029991293476,0.003280842196886875,-0.0037433696217468834
E2F3,1.3006836080678696,0.024030691445479504,0.03257750130561924
FPR3,1.3005685603177344,0.025140606781008466,-0.021183744900857605
FAM122A,1.299398604447184,0.007884130500932191,-0.05527044712853516
MT2A,1.2993604561177416,0.02396974259928405,0.022165285029755708
BIRC7,1.2989139190633914,0.022386314661038346,0.02378218467659947
KIF23,1.2980103383584123,0.004590015803866959,-0.002092775389818469
BIRC5,1.2969313022939188,0.022889369886056676,-0.000453735440590715
RASSF10,1.296879217803737,-0.01237352258406247,-0.0247297209084061
SELL,1.296685468766088,0.03500182121951279,-0.0019259487893268695
TRIM71,1.2956882224568709,-0.01814947480996142,-0.028137950607020693
WFIKKN1,1.2952594602179262,-0.016390394876351275,-0.008375136907474209
INAVA,1.2952113282655295,0.02721259787864054,0.030958570399988262
GPSM2,1.2946887556172553,0.027150215245601995,0.007705325753323409
BMERB1,1.2944573930031387,0.015116013403907436,0.02199542555970966
CD3E,1.294337060262285,0.034267555305446534,-0.01992568737986001
SPATA32,1.293284301325302,-0.02006567314577316,0.032439734249790166
PRRX1,1.2932180834676272,0.024571564658965466,0.012627411910061158
TYROBP,1.293178428924293,0.029955803103136697,-0.019408679119550014
KCNQ5,1.2930163917715862,0.023894848522136327,0.005778552764700156
CATSPERB,1.291376865766279,-0.008569309722263996,0.04075237723505663
PGR,1.290898851471038,0.0034843636241274423,-0.010497623364397368
COL11A1,1.2907501802349948,0.0048304854189775955,-0.00026927582467935613
KCNG3,1.2898834401657264,-0.004672492905547726,-0.019286948974862668
EPSTI1,1.2895206824539187,0.03243685948335818,-0.0034179740635885444
POU6F2,1.289132460844824,0.010813350191282869,-0.0058367673676525565
PLA2G7,1.2889890315920436,0.02391195378884985,-0.010220660053493577
FAM210B,1.2877291294409656,0.022488729079885774,-0.04113225147599128
BRINP1,1.2873629353567457,0.016339924938079158,-0.00013688768055995033
TMEM217,1.2872246279504869,0.005717835730921142,0.042715594527699755
APOC2,1.2865847821601488,0.025596717638573966,-0.01248297597710536
RNASE1,1.2860689106010812,0.011144780594459074,-0.01940225582101933
MKX,1.2859643769347258,-0.00825527213806473,-0.007831389705715487
SELENOP,1.285905497012921,0.007720754574554767,-0.05173234289573619
DNAH11,1.285676248624999,0.024338509848215503,0.009779691894858101
LRRC36,1.285539733505678,-0.0286050389055089,-0.013891016006935597
FAM118A,1.2852432465631947,0.0010234528314058298,-0.003094791459965775
BDKRB2,1.2851193857963856,-0.016555298200209637,0.018547931595723093
CD27,1.2836311126107836,0.03633209389363445,-0.0048028940275220205
SASH3,1.2825333718939496,0.031508752543355674,-0.025421298876498417
TCF21,1.2811167029809991,-0.0008304236740052099,-0.046881715352969984
PAEP,1.2793977858429388,0.012550191795457835,0.001626656058475558
OPRD1,1.2788306722617702,0.0015534672789314127,0.01266684764369633
C20orf85,1.2781674550626534,-0.0009990473357143709,-0.027491187378163574
CFAP45,1.277702462576473,-0.002828139322676551,0.030356010246318385
PTPN22,1.277173196805142,0.03312911168157223,0.008276043001754276
IFITM10,1.2771403841539373,0.017483642923906337,0.027232048722007192
LILRB5,1.2760946129871205,0.00661008223013458,-0.009460127316919798
GNLY,1.2759818243013044,0.005919938439932057,-0.0008730639771181522
GNG5,1.2757377173806579,0.023125208483816738,-0.02968622044475715
HIST1H2BG,1.2756435053208643,0.02341181229963569,-0.006492944248042399
SLAMF7,1.2746000102185087,0.033770578066161155,-0.00351437953774892
ZC3H12A,1.2732030729547974,-0.012422384807190599,0.041286115247339286
RNF157,1.273163913213652,0.03045535446142477,0.01289669279657916
RERGL,1.2716327277712227,0.009607685821748233,-0.0029688252909634266
HSD17B6,1.271505812140375,-0.0015211826029871082,-0.04791371725750526
SOCS2,1.2712039786300633,-0.019407029451369334,0.03005594426236752
GSTM1,1.2709485282193762,0.010784413871675716,0.008340059434561205
BNC2,1.2699041715634078,-0.019115975930894178,-0.017570002123175464
RERG,1.267840086481021,0.02550193216945137,-0.013177299367306505
RASGEF1A,1.2677252322838377,0.02333702670815678,-0.008751225462841298
SELPLG,1.267453645218113,0.023843961998017107,-0.030610996882568853
KIT,1.2660447467232532,0.02111305292533658,0.01864144749087072
CHGB,1.265981529364503,0.008360416869053726,0.006082743521882164
RRAD,1.2659554746233102,-0.0018962264011477235,0.0324588802765135
ERICH5,1.2658973104020634,0.021602241664669054,-0.002343455743289752
SRCIN1,1.265732369705944,0.020353130637983472,0.017134352191004867
TSKU,1.265513494810821,0.027576250424895716,0.0062325860324627625
NCS1,1.2654324154130578,0.03433566107977645,0.013815249872021478
AR,1.2650673075349854,-0.010468647190652743,-0.02780751467686126
KRT5,1.2648205499961824,0.014325242615913787,-0.020172374578384427
LDLRAD4,1.2637602896441338,0.03281701712702172,0.005704792178008883
TMLHE,1.2636642366412743,0.021144780066057828,-0.014053820695825713
TAGAP,1.2627044334053934,0.02586530898964449,-0.015632598739203613
KLHDC7A,1.2620241725347958,0.025263461261012417,-0.017419731619354686
AIF1,1.2619383092138825,0.0299651004352555,-0.02725757720967618
SPHK1,1.2609663078336903,0.00930790479805202,0.022278476377806018
DISC1,1.2608539279885869,0.023164142421488457,0.023315995285278678
MXRA8,1.2604520498244962,0.024875538579032935,-0.002909331027924596
CSF1R,1.2590682243599403,0.027734188429425665,-0.02358502582106455
MNX1,1.2583093261965204,0.009833882522326602,0.0025250808672518665
HNF1A,1.25725137381727,0.01044262962552714,-0.003810571825103642
CD3D,1.2570492270469782,0.028014120397401636,-0.0100326057936123
PSAT1,1.2566811220053922,0.03510236168748614,0.005941182432642881
