set,es,nes,p_perm,fdr,leading_edge,size
HALLMARK_E2F_TARGETS,0.5279192533305921,2.482859963327551,0.0,0.0,HELLS;NME1;POLE4;AK2;PAICS;WEE1;RAN;RANBP1;MCM6;GINS1;CCNE1;MCM2;SYNCRIP;ANP32E;PRDX4;HNRNPD;AURKA;MTHFD2;TIPIN;ESPL1;GINS3;HMGB3;DEK;POLD2;CDK4;CHEK1;NOLC1;DNMT1;TMPO;KIF22;SPAG5;CBX5;RPA3;CTPS1;TRIP13;POLD1;BIRC5;DCTPP1;PA2G4;MYBL2;ORC6;ASF1B;SRSF2;HMMR;MCM4;SNRPB;EZH2;RAD51AP1;SRSF1;CENPM;RPA1;ILF3;BRCA1;SMC1A;RAD51C;BARD1;MCM3;USP1;PTTG1;BUB1B;RACGAP1;NASP;MKI67;TOP2A;TIMELESS;KIF18B;AURKB;KIF4A;LMNB1;EED;LUC7L3;TK1;WDR90;LBR;NOP56;CDKN2A;DSCC1;CDC20;HMGA1;RNASEH2A;PSMC3IP;CDCA3;GINS4;CDK1;RRM2;MCM7;PRKDC;CKS2;CDCA8;UBR7;EIF2S1;NAP1L1;NUP205;DIAPH3;SPC25,194
HALLMARK_G2M_CHECKPOINT,0.4989957171245497,2.314860915871332,0.0,0.0,CCND1;DTYMK;SNRPD1;SQLE;DKC1;MCM6;RASAL2;CDC45;UCK2;MCM2;SYNCRIP;GINS2;MARCKS;HNRNPD;AURKA;ESPL1;TOP1;HMGB3;SLC7A1;ATF5;CDK4;CHEK1;NOLC1;TMPO;KIF22;SLC7A5;BIRC5;MYBL2;ORC6;CDC7;SRSF2;PRC1;HMMR;EZH2;SRSF1;MT2A;KPNB1;ILF3;SMC1A;BARD1;CCNA2;CUL3;MCM3;CUL5;SLC38A1;PTTG1;SLC12A2;STIL;RACGAP1;CDC6;NASP;MKI67;NCL;TOP2A;AURKB;KIF4A;LMNB1;LBR;TNPO2;CDC20;HMGA1;MNAT1;CENPF;UBE2C;FBXO5;E2F2;NDC80;CDK1;CHAF1A;TPX2;BCL3;CKS2;PBK;NOTCH2;RBM14;G3BP1;CDKN3;KPNA2;KIF20B;SMAD3;UPF1;PRMT5;KIF23;GSPT1;NUSAP1;SMARCC1;HIF1A;NEK2;EXO1;CCNB2;TLE3;E2F1;CUL4A,184
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.4999936806820757,2.2119859932648254,0.0,0.0,EMP3;NT5E;TPM4;TIMP1;LGALS1;FN1;GEM;CALU;ITGA5;MMP1;ECM1;ENO2;SPP1;MMP2;ITGB1;PDLIM4;DAB2;GREM1;CD44;ITGB3;POSTN;COL6A2;ADAM12;SERPINE1;SDC1;SGCB;DPYSL3;TNFRSF12A;FLNA;CD59;SLC6A8;TGM2;TGFBI;MGP;TPM1;TNC;MMP14;PMEPA1;SPARC;MYL9;IGFBP2;IL32;COLGALT1;BASP1;TIMP3;COL8A2;GLIPR1;PLAUR;COL3A1;FERMT2;COL1A2;ITGAV;CADM1;CAPG;VEGFA;FBN2;ITGB5;QSOX1;MCM7;COL6A3,134
HALLMARK_COAGULATION,0.529189517576578,2.2042946678941973,0.0,0.0,MMP10;CTSK;DUSP14;LGMN;TIMP1;C3;FN1;MMP9;MMP1;CTSV;DUSP6;MMP2;DPP4;MMP8;PLEK;SERPINB2;CRIP2;ITGB3;F3;SERPINE1;ACOX2;A2M;FYN;MMP7;RAC1;FURIN;PRSS23;CFB;CTSB;MMP14;SPARC;GSN,94
HALLMARK_MYC_TARGETS_V1,0.4165672889148715,1.9488358293829362,0.0,0.00054249547920434,NOP16;NME1;SNRPA1;SNRPD1;PSMD1;EIF3B;RAN;RANBP1;CCT2;PSMD7;UBE2L3;MCM6;CDC45;PSMB3;MCM2;GNL3;SYNCRIP;PRDX4;DHX15;HNRNPD;EIF1AX;HNRNPA3;DDX21;SNRPG;DEK;NHP2;HDGF;POLD2;PSMA7;CDK4;NOLC1;CTPS1;SF3B3;LSM7;PA2G4;SRSF2;FAM120A;MCM4;SRSF1;EIF4G2;KPNB1;NDUFAB1;ABCE1;CCNA2;SNRPD3;USP1;TRIM28;SET;PSMB2;TARDBP;SRM;EXOSC7;EIF4E;FBL;SSBP1;VBP1;NOP56;CDC20;CCT5;TYMS;CCT3;YWHAE;ERH;MCM7;RRM1;SRSF3;HNRNPC;RUVBL2;PSMD8;EIF2S1;NAP1L1;RFC4;PSMA2;G3BP1;SRPK1;KPNA2;GSPT1;ETF1;PPIA;SMARCC1;C1QBP;SSB;HNRNPR;DDX18;COX5A;LDHA;HNRNPA2B1,193
HALLMARK_COMPLEMENT,0.41767396294196985,1.9267584113688043,0.0,0.0004520795660036166,MMP12;CALM3;LGMN;TIMP1;C3;FN1;CALM1;PLA2G7;ITGAM;FCN1;CTSV;DUSP6;S100A9;DPP4;MMP8;CDA;PLEK;SERPINB2;CP;CCL5;GMFB;F3;SERPINE1;CTSL;ZEB1;CD59;FYN;ATOX1;ANXA5;PFN1;GNG2;CFB;EHD1;GNB4;FDX1;CTSB;PPP2CB;MMP14;LGALS3;CBLB;SRC;GZMB;C1S;LAP3;PRDM4;CD36;CR1;CA2;STX4;DYRK2;FCER1G;PLAUR;ACTN2;USP16;ADAM9;S100A12,172
HALLMARK_ANGIOGENESIS,0.6022284850634773,1.8562150401674489,0.0017985611510791368,0.0005812451562903643,PDGFA;TIMP1;SPP1;TNFRSF21;POSTN;CCND2;FGFR1;PTK2;NRP1;COL3A1;ITGAV;VEGFA;APP;JAG1;LPL;THBD,23
HALLMARK_MTORC1_SIGNALING,0.3830466745640437,1.7937772094929936,0.0,0.0005085895117540687,AK4;LGMN;TPI1;SDF2L1;ARPC5L;SLC1A4;SLC7A11;YKT6;SQLE;EEF1E1;BCAT1;PSME3;ATP6V1D;HK2;MCM2;ATP2A2;EGLN3;PNP;PSMD12;DHCR24;AURKA;ENO1;MTHFD2;SRD5A1;FKBP2;CCT6A;PIK3R3;HSP90B1;MAP2K3;TXNRD1;SLC7A5;HMGCR;PNO1;UFM1;TMEM97;MCM4;RPA1;ERO1A;ACTR3;POLR3G;TCEA1;SKAP2;RAB1A;CALR;RIT1;PRDX1;ITGB2;SLC2A3;RDH11;PSMB5;CD9;LDLR;FGL2;SLC2A1;GAPDH;CORO1A;INSIG1;UCHL5;CYP51A1;PITPNB;ACSL3;ACACA;RRM2;HMGCS1;STIP1;SLA;NFKBIB;NUP205;FADS2,191
HALLMARK_ESTROGEN_RESPONSE_LATE,0.39641614690704147,1.7927162496512423,0.0,0.0004520795660036167,CCND1;LSR;BATF;PTGES;SLC1A4;KLK11;S100A9;AGR2;SFN;FABP5;CD44;ATP2B4;CDH1;GINS2;ACOX2;ABHD2;PERP;DNAJC12;PRSS23;PPIF;SLC7A5;SGK1;KRT19;RABEP1;MYOF;CKB;BCL2;CCNA1;RPS6KA2;JAK1;TPSAB1;DLG5;STIL;CDC6;ISG20;ARL3;TSPAN13;SCARB1;GAL;TOP2A;SLC26A2;SLC16A1;CA12;CA2;CD9;HOMER2;DCXR;CDC20;NAB2;CLIC3;RNASEH2A,149
HALLMARK_MYC_TARGETS_V2,0.4478000729586138,1.6967128569597505,0.001692047377326565,0.001491862567811935,NOP16;HK2;GNL3;MRTO4;CDK4;PPRC1;NOLC1;NIP7;DCTPP1;PA2G4;TMEM97;MCM4;PES1;SRM;NOP56;IPO4;RRP12;PUS1;TFB2M;MAP3K6;RABEPK;IMP4;EXOSC5;DDX18;PLK1;DUSP2;UTP20;BYSL,57
