set,es,nes,p_perm,fdr,leading_edge,size
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.4883556178009612,-2.398547734023584,0.0,0.0,NAMPT;SMAD3;IFNGR2;ABCA1;STAT5A;IL6;PLPP3;B4GALT1;ACKR3;DRAM1;TRIP10;IL15RA;TNFAIP2;TGIF1;SOD2;ID2;IL18;ZC3H12A;GFPT2;NFKBIA;SNN;MYC;CEBPD;IL6ST;CSF1;PNRC1;KYNU;GCH1;CFLAR;CLCF1;OLR1;IRF1;IER3;KLF2;DUSP1;JUNB;BCL6;PLAUR;EIF1;TNFSF9;NFIL3;TNIP1;TNFAIP3;DENND5A;NFKB1;PTX3;BCL3;MAP3K8;CXCL2;IER2;CCNL1;PTGS2;MAFF;ZFP36;F3;HES1;SAT1;GPR183;FOSL2;CCL20;B4GALT5;TANK;SOCS3;KDM6B;BIRC2;FOSL1;HBEGF;CEBPB;RELA;BTG2;CXCL3;LIF;GADD45B;RHOB;KLF4;EHD1;TNFRSF9;PPP1R15A;NR4A3;NR4A2;SERPINB8;SIK1;TAP1,183
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.6154257886474502,-2.3691419576731243,0.0,0.0,GPX3;MGST1;GLRX;NQO1;SOD2;FTL;MBP;GPX4;TXNRD1;G6PD;SOD1;JUNB;PRDX1;CDKN2D;NDUFS2;LAMTOR5,45
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.5397665829476418,2.0950148834361215,0.0,0.0,MXRA5;CTHRC1;COMP;COL5A2;RGS4;FN1;IL15;COL1A1;SPARC;COL1A2;ACTA2;COL6A3;TPM4;TPM2;GPC1;ADAM12;COL3A1;THY1;LGALS1;MMP2;COL5A1;TGM2;SDC1;EFEMP2;POSTN;TPM1;PTHLH;SERPINH1;MEST;LUM;MYL9;EDIL3;CDH11;COL6A2;COLGALT1;SNAI2;BGN;COL4A2;COL4A1;FAP;MMP1;MYLK;FBN2;GLIPR1;SGCD;GREM1;COL7A1;CXCL12;PLOD1;CDH6;CALD1;HTRA1;VCAM1;VIM;DPYSL3;EMP3;SLIT3;DST;IGFBP3;P3H1;SPP1;ECM2;SCG2;COL11A1;NTM;SGCB;COL5A3;IGFBP4;CAP2;BMP1;TNC;VCAN;SFRP4;GEM;TAGLN;CDH2;TGFBI;IL32;ITGA2,190
HALLMARK_INFLAMMATORY_RESPONSE,-0.40667286057759905,-1.9845844306233302,0.0,0.0011351909184726524,NAMPT;OSMR;IFNGR2;ABCA1;IL6;ADM;CD70;PSEN1;IL15RA;FZD5;IL18;MSR1;NFKBIA;CD40;MYC;FPR1;CSF1;AXL;C5AR1;GCH1;OLR1;IRF1;MARCO;CALCRL;PLAUR;TNFSF9;RGS16;CD55;NFKB1;CD14;CSF3;PTGIR;LCP2;ITGB3;SEMA4D;PDPN;BEST1;PTAFR;F3;SRI;SCN1B;SLC1A2;HRH1;GPR183;CCL20;PIK3R5;IRF7;TNFRSF1B;HBEGF;MMP14;RNF144B;RELA;MET;BTG2;LIF;GNA15;TNFRSF9,144
HALLMARK_XENOBIOTIC_METABOLISM,-0.3920488218859569,-1.8760214081779614,0.0,0.0025541795665634673,PGD;ATOH8;BLVRB;DCXR;UPB1;NQO1;MAOA;CYB5A;ID2;NDRG2;PTGR1;GABARAPL1;NMT1;DDT;KYNU;GCH1;POR;DHPS;SLC1A5;ABCC2;ESR1;UPP1;NFS1;AKR1C2;IDH1;CD36;PPARD;GSTO1;AKR1C3;PTGES;JUP;ASL;TMBIM6;HSD11B1;ALDH2;FBLN1;AOX1;TGFB2;ADH5,147
HALLMARK_APICAL_JUNCTION,0.45408240944820694,1.734727485072723,0.0,0.005787781350482316,CNTN1;ITGA3;THY1;GNAI2;MMP2;FSCN1;CERCAM;ACTG1;ACTB;NRXN2;EVL;ARPC2;MYL9;YWHAH;CDH11;INPPL1;ZYX;ACTG2;MVD;NF2;THBS3;ACTN1;PTEN;PARVA;CDH6;VCAM1;IKBKG;CX3CL1;GAMT;SGCE;MYH9;LAYN;TRO;MYH10;TJP1;MDK;ADAM23;SDC3;LIMA1;BMP1;PTK2;VCL;VCAN;GNAI1;PECAM1;NLGN2;ITGA9;RSU1;TGFBI;CD99;WASL;RAC2;PARD6G;ITGA2;DLG1,155
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.3820689013102672,-1.613343645984271,0.0,0.02452012383900929,OSMR;IFNGR2;IL6;IL15RA;CCR1;IL6ST;CSF1;PLA2G2A;IRF1;CD38;CSF2RA;CD36;IL17RA;CD14;PIM1;MAP3K8;CNTFR;ITGB3;IL3RA;IL1R2;PIK3R5;SOCS3;IL17RB;TNFRSF1B;CXCL3;GRB2,71
HALLMARK_ADIPOGENESIS,-0.3274291409029115,-1.5997842965736766,0.0,0.022136222910216722,GPX3;ABCA1;STAT5A;PLIN2;CYP4B1;C3;ATP1B3;FZD4;NKIRAS1;TALDO1;APLP2;DHCR7;NMT1;DDT;GPX4;AIFM1;JAGN1;TKT;FABP4;IMMT;POR;OMD;SLC1A5;SQOR;RIOK3;SOD1;PDCD4;BCL6;STOM;IDH1;CD36;MDH2;ESYT1;CYC1;RTN3;SNCG;ACAA2;ALDH2;GRPEL1;NABP1;COX6A1;UQCRQ;ACADS;TST;ARL4A;TANK;PTCD3;GPD2;ALDOA,185
HALLMARK_UV_RESPONSE_DN,0.41272737564979245,1.5391526704949328,0.001122334455667789,0.05316184351554126,ARHGEF9;COL5A2;RGS4;FHL2;COL1A1;COL1A2;SFMBT1;PRKCA;COL3A1;DDAH1;ATRX;PLCB4;NR3C1;KALRN;SNAI2;MAGI2;ATP2C1;VLDLR;MAP1B;MAP2K5;SYNJ2;APBB2;PTEN;PDLIM5;SIPA1L1;LTBP1;RBPMS;ATXN1;PIAS3;TJP1;ADGRL2;COL11A1;PTPRM;NEK7;ATRN;CAP2,136
HALLMARK_APOPTOSIS,-0.3228517877810621,-1.5270915543974255,0.0,0.032109685979655016,GPX3;CTH;IL6;IGFBP6;TGFBR3;CLU;PSEN1;PLAT;SOD2;IL18;CDKN1B;CASP8;GPX4;DCN;GCH1;CFLAR;TXNIP;BNIP3L;IRF1;CD38;GSN;SOD1;IER3;PDCD4;SPTAN1;IFITM3;CD14;HMGB2;CASP9;GPX1,140
