compartment,collection,set,size,discovery_nes,discovery_fdr,matched_p,held_out_nes,held_out_fdr,held_out_tested,replicates,proposed_status
macrophages,gobp,GOBP_DNA_TEMPLATED_DNA_REPLICATION,158,2.1310288028786117,0.0041074359740960265,0.006,1.728166875240623,0.02314258304534957,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_METALLO_SULFUR_CLUSTER_ASSEMBLY,28,2.1309144469126067,0.004062299315040026,0.016,1.2690936726619746,0.20785131732427048,True,False,Not established
macrophages,gobp,GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION,26,2.1304266006437964,0.004038749753793418,0.008,1.300238237741528,0.1929453876166118,True,False,Not established
macrophages,gobp,GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,312,2.1244083497438764,0.004219549611106092,0.0,1.2753411297639954,0.20690568283133848,True,False,Not established
macrophages,gobp,GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION,28,2.123063943530681,0.004214995672272027,0.0,1.4864873997255992,0.08864263740679817,True,False,Not established
macrophages,gobp,GOBP_REGULATION_OF_MONOCYTE_CHEMOTAXIS,23,2.111161152854298,0.0048690577053251685,0.002,2.1076171971911655,0.0007791143918010453,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_MIDBODY_ABSCISSION,15,2.1013631367826258,0.005272525985979035,0.006,1.148470146663355,0.31785333480143463,True,False,Not established
macrophages,gobp,GOBP_ORGANELLE_FISSION,448,2.100725101002699,0.0052768011721138494,0.002,1.2783262076024196,0.20790234703882118,True,False,Not established
macrophages,gobp,GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION,42,2.096315011412721,0.005319677674457177,0.008,-1.90783662116434,0.010466012999889833,True,False,Not established
macrophages,gobp,GOBP_PROTEIN_LOCALIZATION_TO_CONDENSED_CHROMOSOME,15,2.0948155097156733,0.005323390213513732,0.006,,,False,False,Not established
macrophages,gobp,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN,44,2.094723807447723,0.005270156311378595,0.0,1.3031234104719391,0.19168069072571908,True,False,Not established
macrophages,gobp,GOBP_DNA_REPLICATION_INITIATION,35,2.0915829512232316,0.005461982643390452,0.006,1.7092429968959544,0.02699074857310764,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_COPII_COATED_VESICLE_CARGO_LOADING,17,-2.084304520908038,0.029077114736402513,0.0,1.2685099980580836,0.20654647157642295,True,False,Not established
macrophages,gobp,GOBP_CELL_REDOX_HOMEOSTASIS,38,2.083886826797643,0.005705804724196743,0.014,-0.8310173564557659,1.0,True,False,Not established
macrophages,gobp,GOBP_MITOTIC_SPINDLE_ORGANIZATION,126,2.076073055381328,0.006110539552202603,0.006,1.0751141776532251,0.4155544099445899,True,False,Not established
macrophages,gobp,GOBP_CELL_CYCLE_DNA_REPLICATION,45,2.0678495219897166,0.006653317147389275,0.012,2.0680066614835546,0.0015582287836020906,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_DNA_REPLICATION,269,2.0647977445938235,0.006860772176512045,0.0,1.6877131910014482,0.02858375924920085,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS,158,2.062425777882989,0.006992775613373933,0.004,1.09100715773224,0.40310179994260237,True,False,Not established
macrophages,gobp,GOBP_REGULATION_OF_MITOTIC_CYTOKINESIS,15,2.059640922230845,0.0071577460828244205,0.008,,,False,False,Not established
macrophages,gobp,GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS,74,2.057889411164904,0.007179236382073824,0.004,1.1224029035970216,0.3588289242878895,True,False,Not established
macrophages,gobp,GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,93,-2.0511473103461757,0.025933642873007645,0.0,1.131790570339294,0.3446324547603818,True,False,Not established
macrophages,gobp,GOBP_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS,41,2.0488238252361928,0.00765252715004482,0.006,1.2778880653776947,0.20623414801872064,True,False,Not established
macrophages,gobp,GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX,15,2.0406460814835157,0.008082744637137216,0.014,-1.7813789965203193,0.015040048310952797,True,False,Not established
macrophages,gobp,GOBP_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY,15,2.0388321601080737,0.008129478268896918,0.014,2.0123129787487137,0.0029866051685706737,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_RESPIRATORY_BURST,36,2.0383346083128546,0.008056893641496053,0.0,-1.065703429059392,1.0,True,False,Not established
macrophages,gobp,GOBP_PEPTIDYL_CYSTEINE_MODIFICATION,40,2.032235670250626,0.008488887418213435,0.01,1.2336153074333078,0.23353953894236334,True,False,Not established
macrophages,gobp,GOBP_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY,70,2.0309465516192127,0.00858071644790911,0.004,0.8754253267120293,0.7607042072836726,True,False,Not established
macrophages,gobp,GOBP_MITOTIC_SPINDLE_ASSEMBLY,70,2.0302847676068567,0.008605009679510871,0.006,1.285120198108342,0.20685039335425914,True,False,Not established
macrophages,gobp,GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,40,2.0289612092418894,0.008596198895389297,0.012,1.3110558756400625,0.18471581929952974,True,False,Not established
macrophages,gobp,GOBP_DNA_STRAND_ELONGATION,35,2.028039599392568,0.008587538722962107,0.008,1.2647216222290532,0.20925245500207046,True,False,Not established
macrophages,gobp,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,85,2.0272671983819124,0.008562959742606971,0.0,-0.9643976290325866,1.0,True,False,Not established
macrophages,gobp,GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING,184,2.0234982370576478,0.008650307953202879,0.008,1.000796671386069,0.5319102845071781,True,False,Not established
macrophages,gobp,GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS,274,2.0218602391259686,0.008673009037610455,0.004,1.1894293147276296,0.2716331515206184,True,False,Not established
macrophages,gobp,GOBP_TRICARBOXYLIC_ACID_CYCLE,29,2.021239497370614,0.008664000357311264,0.004,0.9607238748844105,0.6149431221432595,True,False,Not established
macrophages,gobp,GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,404,2.018174693801842,0.00876391130916832,0.0,1.2518454610690473,0.21679436502155028,True,False,Not established
macrophages,gobp,GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS,100,2.0087587964779594,0.009447873366307183,0.002,1.223693351045849,0.24519100916832137,True,False,Not established
macrophages,gobp,GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II,46,-2.0085111559792286,0.03824557433797088,0.0,-0.8054297396549273,1.0,True,False,Not established
macrophages,gobp,GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,32,2.00673306205835,0.009539851294674643,0.014,1.2025578913289525,0.25940335419875876,True,False,Not established
macrophages,gobp,GOBP_REGULATION_OF_DNA_REPLICATION,122,1.99458351234741,0.01034315569600058,0.012,1.705819369088425,0.02691974553740164,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,32,-1.9888191505910497,0.0367393274034275,0.0,,,False,False,Not established
macrophages,gobp,GOBP_MEIOTIC_SPINDLE_ORGANIZATION,17,1.9884298245424816,0.010953162597589406,0.004,1.509407830951432,0.0848737380004543,True,False,Not established
macrophages,gobp,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB,19,1.9823544228649654,0.011329656829820295,0.002,1.2739311010957968,0.2046087008085171,True,False,Not established
macrophages,gobp,GOBP_REGULATION_OF_CYCLASE_ACTIVITY,38,-1.970922924178747,0.040865134224133265,0.0,-0.9349615275413196,1.0,True,False,Not established
macrophages,gobp,GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL,44,-1.9700475922520304,0.0343162345087273,0.0,0.9204315148664869,0.6930901098572835,True,False,Not established
macrophages,gobp,GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION,23,1.9661433983900158,0.012885105639892582,0.016,0.8217573569493176,0.843912303205896,True,False,Not established
macrophages,gobp,GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,72,1.9659982574770698,0.01281461241292213,0.016,1.7364288724187595,0.023934394116128115,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT,19,1.9637615917288327,0.012934777665171038,0.02,1.1143168758423179,0.368110078469527,True,False,Not established
macrophages,gobp,GOBP_MICROTUBULE_ANCHORING,23,-1.9586988831139178,0.03738486180394608,0.0,-1.090461097879576,1.0,True,False,Not established
macrophages,gobp,GOBP_HUMORAL_IMMUNE_RESPONSE,199,1.9585971010183763,0.013429362010432577,0.0,1.6919765624473073,0.028249179883366938,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,40,1.9477120156753556,0.014591450873012458,0.02,1.3752098959842758,0.1618331893826743,True,False,Not established
macrophages,gobp,GOBP_COLLAGEN_CATABOLIC_PROCESS,39,1.9474772610305648,0.014495994397879674,0.002,2.38365886600499,0.0,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_MATERNAL_PLACENTA_DEVELOPMENT,32,1.943839832241232,0.014868823910820636,0.004,1.991774726429105,0.003450363735118915,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,55,-1.9417913739011936,0.04361567210460377,0.0,-0.7286331288552155,1.0,True,False,Not established
macrophages,gobp,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,59,1.9345219335330046,0.015924213314956904,0.004,-0.857087825733934,1.0,True,False,Not established
macrophages,gobp,GOBP_STEROL_BIOSYNTHETIC_PROCESS,60,1.9334594207064286,0.0160162124465034,0.008,-0.8763952708017725,1.0,True,False,Not established
macrophages,gobp,GOBP_DNA_CONFORMATION_CHANGE,87,1.9293142722186476,0.016425131391079113,0.012,1.5739817605722255,0.0579585096339802,True,False,Not established
macrophages,gobp,GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION,25,-1.9260122745123862,0.04942236318559706,0.004,-0.6294614013782321,0.9740981479441323,True,False,Not established
macrophages,gobp,GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT,44,1.9235642378701479,0.017336402004378547,0.038,0.8754365870450581,0.7654290781363662,True,False,Not established
macrophages,gobp,GOBP_NUCLEOSIDE_METABOLIC_PROCESS,51,1.9191895407956254,0.01779813153136242,0.016,1.4358508303401618,0.11422609303523801,True,False,Not established
macrophages,gobp,GOBP_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS,52,1.9190736558985722,0.017671002020424115,0.022,1.385414533520913,0.15356093335175444,True,False,Not established
macrophages,gobp,GOBP_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS,24,1.9188802548603276,0.017599455614048114,0.01,1.5746828368867694,0.05901791517892919,True,False,Not established
macrophages,gobp,GOBP_CYTOKINESIS,156,1.918402819254886,0.017542267182975666,0.008,1.3192769547033072,0.18006199277179713,True,False,Not established
macrophages,gobp,GOBP_DENDRITIC_CELL_CHEMOTAXIS,21,1.9139535209994905,0.01789684313619033,0.018,1.518962886377508,0.08079077497589102,True,False,Not established
macrophages,gobp,GOBP_MITOCHONDRION_ORGANIZATION,474,1.910377559548663,0.01836497815341012,0.0,1.2751356113083687,0.2049824832106234,True,False,Not established
macrophages,gobp,GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS,68,1.9097219565360322,0.018290619398706656,0.028,1.5463543692394586,0.06939553768832567,True,False,Not established
macrophages,gobp,GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,15,1.90918851765847,0.018178325702005598,0.022,,,False,False,Not established
macrophages,gobp,GOBP_REGULATION_OF_CYTOKINESIS,81,1.9030174947752987,0.01903477393333041,0.006,1.2872532039725009,0.20648343276662123,True,False,Not established
macrophages,gobp,GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,23,1.9024614424506392,0.01898301490730866,0.026,1.335254377974417,0.1740090485056703,True,False,Not established
macrophages,gobp,GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION,35,1.9001252466366823,0.01916096616516866,0.012,1.2569221702498488,0.2128540518400456,True,False,Not established
macrophages,gobp,GOBP_PROTEIN_NEDDYLATION,25,1.8846180203610483,0.02149768797519182,0.022,-0.8100145243174248,1.0,True,False,Not established
macrophages,gobp,GOBP_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION,28,1.8842600740313358,0.021418092017751876,0.026,,,False,False,Not established
macrophages,gobp,GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY,15,1.8832307978234815,0.02145179111977277,0.014,,,False,False,Not established
macrophages,gobp,GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION,18,1.8805809751039324,0.021881544284324532,0.022,0.6105420245048299,0.9798765882803387,True,False,Not established
macrophages,gobp,GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX,19,1.8804141420698033,0.021751766332350684,0.024,-0.7060730105240021,1.0,True,False,Not established
macrophages,gobp,GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS,425,1.877250587078796,0.022051733184997924,0.0,1.2084035328709755,0.2577367590785513,True,False,Not established
macrophages,gobp,GOBP_RESPONSE_TO_CHEMOKINE,83,1.8719649880261917,0.022894702293481995,0.004,1.9569033094605541,0.004155276756272242,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_SPINDLE_ASSEMBLY,121,1.8709787073482342,0.022978296889871845,0.01,1.0694296772115703,0.42128634721879715,True,False,Not established
macrophages,gobp,GOBP_KINETOCHORE_ORGANIZATION,21,1.8696039190168796,0.023024838269591844,0.044,0.7316436568927835,0.9327776197418761,True,False,Not established
macrophages,gobp,GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION,233,1.861630774257307,0.02412000863743472,0.022,1.2091017456810886,0.25927195593823676,True,False,Not established
macrophages,gobp,GOBP_AMP_METABOLIC_PROCESS,20,1.8616069390292824,0.023981106956452957,0.028,1.8772797479989753,0.00697492884088555,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE,461,1.8568153802337948,0.024526868038343117,0.002,1.3416697777244109,0.16868345992087166,True,False,Not established
macrophages,gobp,GOBP_MEMBRANE_BIOGENESIS,60,1.854375602292555,0.02490206197400668,0.03,1.2637996939209286,0.20650466303898415,True,False,Not established
macrophages,gobp,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN,35,1.8536176443569126,0.024923743159474616,0.03,0.8866132537884521,0.7467032331021219,True,False,Not established
macrophages,gobp,GOBP_SPINDLE_ORGANIZATION,186,1.8512539502329888,0.025199466482727972,0.03,0.932375954144938,0.6699675483678261,True,False,Not established
macrophages,gobp,GOBP_MATURATION_OF_LSU_RRNA,24,1.8476373668549777,0.025896952966748092,0.032,1.4867386669007767,0.09028737163448268,True,False,Not established
macrophages,gobp,GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,395,1.8446566351122713,0.02636905374658311,0.01,1.26385445834463,0.20850055142218585,True,False,Not established
macrophages,gobp,GOBP_CELL_CYCLE_PHASE_TRANSITION,492,1.840560847004343,0.027028480113282283,0.012,1.2466348751466325,0.22100878247422986,True,False,Not established
macrophages,gobp,GOBP_AMINOGLYCAN_CATABOLIC_PROCESS,28,1.8281637226624383,0.029677353329320196,0.012,1.5674612679670754,0.05988050611270892,True,False,Not established
macrophages,gobp,GOBP_MEIOTIC_CHROMOSOME_SEGREGATION,84,1.825848332585028,0.030062617416233096,0.044,1.323578701678568,0.17992611346858575,True,False,Not established
macrophages,gobp,GOBP_REGULATION_OF_EXIT_FROM_MITOSIS,16,1.824528554017251,0.030198017967019115,0.038,0.6218203953684704,0.9818721957638898,True,False,Not established
macrophages,gobp,GOBP_GLUTATHIONE_METABOLIC_PROCESS,49,1.820880805579613,0.031063523885066308,0.01,1.0106401644873284,0.5202029393256815,True,False,Not established
macrophages,gobp,GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,42,1.8197582064454751,0.031235617756497695,0.038,-0.9591219144957428,1.0,True,False,Not established
macrophages,gobp,GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,125,1.8176873059433007,0.0314322355046871,0.012,2.141841679777554,0.000584335793850784,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,18,1.8172517399733834,0.03137178351028244,0.038,1.3193637204116195,0.1822348562422645,True,False,Not established
macrophages,gobp,GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,86,1.8140673723597387,0.03202292085049166,0.014,1.9589503400561463,0.004399704800758845,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE,345,1.808858522900653,0.033095116453602934,0.014,1.0721478260485544,0.4184924807580681,True,False,Not established
macrophages,gobp,GOBP_COLLAGEN_METABOLIC_PROCESS,91,1.8083963381901402,0.03295178972477037,0.018,1.7694205817547075,0.018969741713416758,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,106,1.8033486972434547,0.034006816277152574,0.002,2.163364388131272,0.0006232915134408364,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_CELLULAR_METABOLIC_COMPOUND_SALVAGE,29,1.799990210727223,0.03459724916642422,0.034,1.35217945236563,0.16145811670090704,True,False,Not established
macrophages,gobp,GOBP_LUNG_CELL_DIFFERENTIATION,23,1.7997772730662396,0.03430038883186361,0.042,1.4539796124230673,0.10584825522897058,True,False,Not established
macrophages,gobp,GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION,20,1.7995955339633034,0.034123314246336224,0.028,,,False,False,Not established
macrophages,gobp,GOBP_DECIDUALIZATION,24,1.7931929958473813,0.03587481286405275,0.028,1.9291897864853733,0.0050027345157751335,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,17,1.7929758080544596,0.03573213116425658,0.028,,,False,False,Not established
macrophages,gobp,GOBP_MEMBRANE_RAFT_ORGANIZATION,25,1.7837957428723865,0.037965754351135736,0.04,1.3282671651574514,0.17737837653337132,True,False,Not established
macrophages,gobp,GOBP_GLYCOSYL_COMPOUND_CATABOLIC_PROCESS,33,1.7690028201588703,0.04152667657697408,0.04,1.0077456383514338,0.5232150648286775,True,False,Not established
macrophages,gobp,GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,68,1.7635460531127847,0.04269880683180292,0.044,1.1985880668328979,0.26247191740780706,True,False,Not established
macrophages,gobp,GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL,32,1.761550102189019,0.04295035213297528,0.012,1.6228038099076947,0.04436623619978175,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_ACTIN_NUCLEATION,52,1.7601305088855166,0.04293752657457084,0.02,1.638830605593395,0.039668052748270365,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN,26,1.7518271465346291,0.04565330019965667,0.03,1.0973321575741573,0.394316437301602,True,False,Not established
macrophages,gobp,GOBP_GRANULOCYTE_CHEMOTAXIS,115,1.7506614125474544,0.04578791656523686,0.014,2.1551486033075684,0.0007791143918010453,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,249,1.7461367080997066,0.046541366596924906,0.032,1.4988546634200106,0.0862323808845397,True,False,Not established
macrophages,gobp,GOBP_GRANULOCYTE_MIGRATION,137,1.7417035787755033,0.0480031771321296,0.006,2.1438769471179198,0.0006678123358294674,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,23,1.7378111300941297,0.04896855930541119,0.03,1.6070080535893156,0.049063149537741504,True,True,Validated (held-out replication)
macrophages,gobp,GOBP_PLATELET_AGGREGATION,69,1.7346374519801535,0.04960831658584524,0.01,1.6525685073637957,0.03697251932001324,True,True,Validated (held-out replication)
