set,es,nes,p_perm,fdr,leading_edge,size
HALLMARK_E2F_TARGETS,0.653677515879023,3.8309090064174685,0.0,0.0,WEE1;CDKN3;RRM2;POLD2;BIRC5;MAD2L1;CDK1;CENPM;MKI67;CDCA3;HMMR;E2F8;TRIP13;TOP2A;AURKB;TK1;RAD51AP1;SSRP1;DEK;RAN;TCF19;UBE2T;SPC25;MCM3;DEPDC1;DCK;CDCA8;RANBP1;CDC20;PCNA;PLK1;MCM6;MCM2;DCTPP1;PRDX4;RPA3;POLE4;CDKN2C;MCM7;SPC24;HMGB3;ANP32E;DUT;PTTG1;KIF18B;RNASEH2A;CDKN2A;GINS1;MCM4;RPA1;SRSF2;AURKA;CCNB2;MXD3;MYBL2;MYC;USP1;TUBB;PRPS1;UNG;STMN1;CIT;PAICS;BUB1B;HELLS;MTHFD2;NME1;NUDT21;DSCC1;AK2;POP7;KIF2C;NOLC1;PLK4;NAP1L1;CHEK1;CKS2;CKS1B;HMGB2;RBBP7;NOP56;PA2G4;MELK;KPNA2;JPT1;EIF2S1;TMPO;WDR90;GSPT1;SLBP;DIAPH3;BARD1;CCNE1;KIF4A;RACGAP1;KIF22;TUBG1;SMC3;DLGAP5;UBE2S;LYAR;TIMELESS;ASF1B;HMGA1;SRSF1;HNRNPD;SMC6;SUV39H1,196
HALLMARK_MYC_TARGETS_V1,0.6138636383088807,3.60130480046229,0.0,0.0,POLD2;MAD2L1;CCNA2;HPRT1;DEK;RAN;RANBP1;CDC20;SERBP1;PCNA;AP3S1;MCM6;VDAC1;MCM2;PRDX4;MCM7;TYMS;NOP16;LDHA;VDAC3;DUT;PRDX3;MCM4;YWHAQ;SRSF2;MYC;USP1;ABCE1;CCT2;SNRPD1;NHP2;VBP1;GOT2;ODC1;LSM2;NDUFAB1;NME1;CDC45;TXNL4A;ACP1;PSMA7;BUB3;CNBP;PPIA;NOLC1;NAP1L1;C1QBP;PWP1;APEX1;PHB2;SLC25A3;LSM7;SET;COX5A;HNRNPA2B1;ERH;SNRPA1;POLE3;RPS5;NOP56;SRM;DDX21;PA2G4;EEF1B2;CYC1;PPM1G;PGK1;SSBP1;GNL3;HDDC2;RPL14;KPNA2;MRPL23;EIF2S1;GSPT1;HDAC2;RNPS1;PRPF31;SRSF7;RPL22;PRPS2;FBL;SNRPD2;EIF1AX;PSMA4;SNRPG;MRPL9;HNRNPU;RPS6;MRPS18B;SNRPD3;RSL1D1;ILF2;CCT7;SRSF1;HNRNPD;PSMD8;TUFM;SNRPA;YWHAE;RPS2;NCBP2;EIF3B;CLNS1A;RPL18;RUVBL2;CDK4;SRSF3;CTPS1;NPM1;RRP9;HSP90AB1;RACK1;EIF3J;HSPE1;SNRPB2;PSMB3,190
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.567721366835795,3.309382674093213,0.0,0.0,FDX1;VDAC1;ATP5PB;LDHA;VDAC3;ATP5F1D;NDUFS6;PRDX3;GLUD1;MRPL15;TIMM8B;NDUFB7;MRPS12;COX7A2;ATP5F1C;TIMM13;ATP5MC3;ATP6V1D;ATP6V1G1;ATP5F1E;ECHS1;COX17;GOT2;MPC1;SLC25A11;SUCLG1;NDUFAB1;NDUFV1;NDUFB5;ISCU;MRPL11;COX8A;NDUFS3;TOMM22;SLC25A4;PDK4;VDAC2;MDH2;PDHB;SLC25A5;FH;PHB2;SLC25A3;COX7B;ATP5MC1;NDUFA4;TIMM17A;COX5A;TIMM10;MRPS30;TIMM50;NDUFB3;ATP6V0E1;ACADM;NDUFB2;ATP5PF;MRPL35;CYC1;MRPS15;IDH2;SDHC;NDUFB6;SDHD;MDH1;COX7C;ATP6V1F;COX6C;SURF1;UQCRC2;NDUFC1;NDUFS8;TIMM9;ATP5F1A;NDUFA5;NDUFS7;COX5B;COX11;COX4I1;MRPL34;UQCRB;ATP5MC2;ATP6V0B;ISCA1;NDUFA9;HSD17B10;COX6B1;MTX2;FXN;ATP5F1B;ATP6V1C1;IDH3G;UQCRQ;NDUFA8;SDHB;UQCRFS1;GPX4;NDUFV2;UQCR10;ATP5PD;TCIRG1;UQCRH;ATP5MG;ETFB;NDUFB4,192
HALLMARK_MYC_TARGETS_V2,0.6593128243860031,3.082729193161904,0.0,0.0,MRTO4;PLK1;DCTPP1;TMEM97;NOP16;MCM4;IMP4;MYC;UNG;NDUFAF4;PES1;NOLC1;NIP7;PLK4;GRWD1;IPO4;EXOSC5;NOP56;SRM;PA2G4;MAP3K6;GNL3;WDR74;TFB2M;WDR43;BYSL;NOC4L;FARSA;SORD;CDK4;NPM1;RRP9;HSPE1;MYBBP1A;MCM5;MPHOSPH10;HK2;PUS1;CBX3,56
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.4653741393355672,2.701555682775603,0.0,0.0,TIMP3;VIM;SPP1;MYL9;PDLIM4;COL6A2;DAB2;FN1;ECM1;EMP3;GLIPR1;SPARC;LGALS1;CD59;MCM7;GEM;COL1A1;RHOB;PFN2;ITGB3;COL4A2;COL8A2;MMP1;COL1A2;TGFBI;FUCA1;CALU;POSTN;COL3A1;PRSS2;THY1;BGN;GADD45B;PLOD3;PCOLCE;SDC1;CAPG;MGP;LUM;THBS2;GAS1;ITGB5;FSTL1;CXCL6;TIMP1;TPM1;COL16A1;TPM2;SGCB;ENO2;JUN;SERPINE1;ECM2;LAMA3;COL5A2;NT5E;ID2;TPM4;FAS;ACTA2;GREM1;CXCL12;LOXL1;CTHRC1;IGFBP3;GPX7;DPYSL3,186
HALLMARK_G2M_CHECKPOINT,0.4480282456984396,2.5868807589730176,0.0,0.0,CDKN3;BIRC5;NEK2;MAD2L1;CCNA2;CDK1;MKI67;HMMR;TOP2A;AURKB;HMGN2;CENPF;TROAP;UBE2C;MCM3;CDC20;GINS2;PLK1;MCM6;MCM2;CCND1;CDKN2C;HMGB3;E2F1;PTTG1;TTK;NUSAP1;SRSF2;AURKA;NDC80;CCNB2;MYBL2;MYC;TPX2;PBK;SNRPD1;DTYMK;SMC2;STMN1;FBXO5;PRC1;ODC1;CDC45;SQLE;KIF15;BUB1;BUB3;KIF2C;NOLC1;PLK4;CHEK1;CKS2;CKS1B;MT2A;UCK2;KIF23;HSPA8;E2F2;NCL;KPNA2;JPT1;TMPO;GSPT1,195
HALLMARK_COAGULATION,0.47061561415059516,2.5358675458240736,0.0,0.0,CTSK;TIMP3;MMP7;CRIP2;A2M;C9;CD9;MMP8;MMP9;MMP10;FN1;WDR1;SPARC;DPP4;LGMN;ITGB3;MMP1;GSN;ACOX2;ISCU;ANXA1;RAC1;CTSE;LTA4H;DUSP6;PF4;CTSO;APOC1;TIMP1;GNB2;CTSB;CSRP1;LAMP2;CTSV;SERPINE1,123
HALLMARK_DNA_REPAIR,0.4166073988945853,2.324165589725913,0.0,0.0,ZWINT;HPRT1;SSRP1;CETN2;PCNA;MPC2;RPA3;POLE4;TYMS;RBX1;DUT;CCNO;FEN1;CDA;POLR2K;APRT;STX3;BCAP31;VPS28;POLD4;GUK1;SAC3D1;NELFE;ITPA;COX17;DAD1;PRIM1;NME1;NUDT21;TMED2;GTF2A2;GSDME;MRPL40;PDE6G;GTF2H3;TARBP2;EDF1;GTF2H5;SNAPC5;NME4;SURF1;NT5C;POLR2G;AK3;POLR2E;TAF10;SDCBP;GPX4;POLR1D;POLR2I;ERCC1;RFC3,143
HALLMARK_MTORC1_SIGNALING,0.38434341252270304,2.2578603965066493,0.0,0.0,RRM2;HPRT1;CD9;PLK1;MCM2;TMEM97;LDHA;MCM4;RPA1;LGMN;AURKA;ATP6V1D;TPI1;UNG;CYP51A1;MTHFD2;PHGDH;PSAT1;DHCR24;PDAP1;SQLE;BUB1;PPIA;SLC1A4;HMBS;EBP;ATP5MC1;ABCF2;ACTR3;SLA;PRDX1;PSMG1;LTA4H;SLC2A1;SLC37A4;PGK1;QDPR;UFM1;CXCR4;PSMA4;CCNF;AK4;TOMM40;PNO1;SRD5A1;DHCR7;CCT6A;ENO1;IDI1;TUBG1;GAPDH;ALDOA;IGFBP5;SEC11A;SHMT2;GCLC;UCHL5;GLRX;SDF2L1;TCEA1;PSMB5;LDLR;SORD;ARPC5L;RRP9;ERO1A,193
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.43412961235458486,2.1319624326964,0.0,0.0005983928876731066,ACTG1;CD9;FABP5;LPL;GUSB;LGALS3;TMEM97;LGMN;CYP51A1;PMVK;SQLE;GPX8;S100A11;EBP;ANXA5;ETHE1;MVK;DHCR7;IDI1;CXCL16;FASN,71
